"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0043434","response to peptide hormone","63/308","430/18870",8.87378693182606e-42,4.10323907727637e-38,1.95877170484624e-38,"183/208/673/847/857/1036/1536/1906/1909/1910/2641/2642/2645/2688/2740/2888/3164/3291/3586/3630/3636/3643/3667/3784/3952/4160/4780/4790/4825/5080/5167/5295/5443/5465/5468/5562/5573/5579/5588/5743/5770/5781/5970/6513/6517/6720/6774/6833/7076/7297/7351/7494/8013/8660/9365/9370/11132/23411/26060/26291/56729/57761/406937",63
"BP","GO:1901653","cellular response to peptide","54/308","374/18870",2.15361784722489e-35,4.97916446278396e-32,2.37691401348979e-32,"154/183/208/857/948/1906/1909/2641/2642/2645/2688/2740/2888/2915/3164/3383/3479/3630/3643/3667/3952/4780/4790/4825/5080/5167/5295/5468/5562/5573/5579/5588/5770/5781/5970/6517/6720/6774/7099/7124/7297/7351/7494/8013/8660/9370/11132/23411/26060/26191/26291/57761/406937/407054",54
"BP","GO:0042593","glucose homeostasis","46/308","251/18870",6.0545133238845e-35,8.44417912148437e-32,4.0310152107432e-32,"111/1636/2621/2641/2642/2645/2646/2876/3091/3098/3123/3172/3383/3569/3630/3643/3651/3667/3952/3953/4544/4760/4825/5080/5295/5443/5468/5562/5563/5581/5781/6514/6517/6774/6833/6927/6934/7351/7466/7494/8660/9370/10891/23411/26291/653361",46
"BP","GO:0033500","carbohydrate homeostasis","46/308","252/18870",7.30465321927714e-35,8.44417912148437e-32,4.0310152107432e-32,"111/1636/2621/2641/2642/2645/2646/2876/3091/3098/3123/3172/3383/3569/3630/3643/3651/3667/3952/3953/4544/4760/4825/5080/5295/5443/5468/5562/5563/5581/5781/6514/6517/6774/6833/6927/6934/7351/7466/7494/8660/9370/10891/23411/26291/653361",46
"BP","GO:0046879","hormone secretion","45/308","308/18870",9.69631828080937e-30,8.96715514609251e-27,4.28066935470679e-27,"111/183/1363/1374/1906/2641/2645/2740/3091/3123/3172/3458/3569/3630/3651/3667/3767/3784/3952/4160/4544/4760/4825/4843/5443/5468/5573/5579/5581/5781/6514/6616/6720/6833/6927/6928/6934/7124/7351/8431/8660/9370/11132/56729/169026",45
"BP","GO:0071375","cellular response to peptide hormone stimulus","45/308","310/18870",1.29116146576085e-29,9.95055102946365e-27,4.75011507666757e-27,"183/208/857/1906/1909/2641/2642/2645/2688/2740/2888/3164/3630/3643/3667/3952/4780/4790/4825/5080/5167/5295/5468/5562/5573/5579/5588/5770/5781/5970/6517/6720/6774/7297/7351/7494/8013/8660/9370/11132/23411/26060/26291/57761/406937",45
"BP","GO:0009914","hormone transport","45/308","319/18870",4.56142545052399e-29,2.52320470338847e-26,1.20450743557768e-26,"111/183/1363/1374/1906/2641/2645/2740/3091/3123/3172/3458/3569/3630/3651/3667/3767/3784/3952/4160/4544/4760/4825/4843/5443/5468/5573/5579/5581/5781/6514/6616/6720/6833/6927/6928/6934/7124/7351/8431/8660/9370/11132/56729/169026",45
"BP","GO:0034284","response to monosaccharide","38/308","206/18870",4.62155718298298e-29,2.52320470338847e-26,1.20450743557768e-26,"111/836/847/1636/2621/2641/2646/2876/3091/3123/3172/3383/3651/3952/4760/4825/5080/5562/5563/5579/5581/5743/6514/6648/6720/6833/6928/6934/7124/7351/7494/8431/8660/9370/10628/26291/169026/653361",38
"BP","GO:1904659","glucose transmembrane transport","31/308","117/18870",4.91108181887894e-29,2.52320470338847e-26,1.20450743557768e-26,"208/673/718/1636/1906/1909/2688/3479/3630/3643/3667/3952/4780/5167/5295/5579/5781/6506/6513/6514/6517/6927/7124/8013/8660/9370/11132/26060/26291/55600/57761",31
"BP","GO:0010827","regulation of glucose transmembrane transport","27/308","78/18870",5.60596009171796e-29,2.59219594641038e-26,1.23744192761395e-26,"208/673/718/1636/1906/1909/2688/3479/3630/3643/3667/3952/4780/5167/5295/5579/5781/6506/7124/8013/8660/9370/11132/26060/26291/55600/57761",27
"BP","GO:0008645","hexose transmembrane transport","31/308","120/18870",1.16317033570475e-28,4.88954512027161e-26,2.33413224303623e-26,"208/673/718/1636/1906/1909/2688/3479/3630/3643/3667/3952/4780/5167/5295/5579/5781/6506/6513/6514/6517/6927/7124/8013/8660/9370/11132/26060/26291/55600/57761",31
"BP","GO:0015749","monosaccharide transmembrane transport","31/308","123/18870",2.68452662238741e-28,1.03443759182662e-25,4.93811607644421e-26,"208/673/718/1636/1906/1909/2688/3479/3630/3643/3667/3952/4780/5167/5295/5579/5781/6506/6513/6514/6517/6927/7124/8013/8660/9370/11132/26060/26291/55600/57761",31
"BP","GO:0031667","response to nutrient levels","53/308","495/18870",3.77148898240847e-28,1.34148961958898e-25,6.4038966770126e-26,"32/153/154/213/355/467/596/847/875/958/968/1026/1374/1536/1636/1649/2621/2642/2688/2876/3291/3485/3651/3952/4160/4217/4780/4968/5443/5465/5468/5562/5563/5579/5629/5743/5970/6344/6513/6581/6648/6720/6721/7124/7351/7494/9131/9365/9370/10891/23274/23411/26291",53
"BP","GO:0009410","response to xenobiotic stimulus","50/308","434/18870",4.76635001617344e-28,1.57425731962757e-25,7.51506464956068e-26,"32/196/596/673/836/847/969/1026/1374/1536/1544/1636/1906/2621/2876/2944/3172/3291/3485/3586/3651/3767/3784/4313/4760/4773/4780/4825/4842/4843/4968/5080/5562/5563/5579/5743/5970/6506/6647/6648/6720/6833/7048/7124/8856/9370/10257/10628/26291/55315",50
"BP","GO:0009743","response to carbohydrate","38/308","230/18870",3.24236251132422e-27,9.99512283490881e-25,4.77139241140133e-25,"111/836/847/1636/2621/2641/2646/2876/3091/3123/3172/3383/3651/3952/4760/4825/5080/5562/5563/5579/5581/5743/6514/6648/6720/6833/6928/6934/7124/7351/7494/8431/8660/9370/10628/26291/169026/653361",38
"BP","GO:0046883","regulation of hormone secretion","39/308","251/18870",7.10191948455321e-27,2.05245473103588e-24,9.79784549941321e-25,"111/183/1374/1906/2641/2645/3091/3123/3172/3458/3569/3630/3651/3667/3767/3952/4544/4760/4825/4843/5443/5468/5573/5579/5581/5781/6514/6616/6720/6833/6934/7124/7351/8431/8660/9370/11132/56729/169026",39
"BP","GO:0034219","carbohydrate transmembrane transport","31/308","136/18870",7.71399253632551e-27,2.09820596988054e-24,1.00162491323063e-24,"208/673/718/1636/1906/1909/2688/3479/3630/3643/3667/3952/4780/5167/5295/5579/5781/6506/6513/6514/6517/6927/7124/8013/8660/9370/11132/26060/26291/55600/57761",31
"BP","GO:0023061","signal release","51/308","484/18870",9.21949718378864e-27,2.3683863876577e-24,1.13060149674882e-24,"111/183/488/673/1363/1374/1906/1910/2641/2645/2740/3091/3123/3164/3172/3458/3569/3630/3651/3667/3767/3784/3952/4160/4544/4760/4825/4843/5443/5468/5573/5579/5581/5743/5781/6514/6616/6720/6833/6927/6928/6934/7124/7351/8431/8660/9370/10257/11132/56729/169026",51
"BP","GO:0030072","peptide hormone secretion","38/308","241/18870",1.9142116001023e-26,4.65858654677528e-24,2.22387907225181e-24,"111/1363/1374/1906/2641/2645/3091/3123/3172/3458/3569/3630/3651/3667/3767/3952/4160/4544/4760/4825/4843/5573/5579/5581/5781/6514/6616/6720/6833/6927/6928/6934/7124/7351/8431/8660/11132/169026",38
"BP","GO:0009746","response to hexose","35/308","198/18870",3.64435616356184e-26,8.42575145015497e-24,4.02221835525746e-24,"111/836/1636/2621/2641/2646/2876/3091/3123/3172/3383/3651/4760/4825/5080/5562/5563/5579/5581/5743/6514/6720/6833/6928/6934/7124/7351/7494/8431/8660/9370/10628/26291/169026/653361",35
"BP","GO:0002790","peptide secretion","38/308","246/18870",4.15723199795701e-26,9.15382893264439e-24,4.36978220537135e-24,"111/1363/1374/1906/2641/2645/3091/3123/3172/3458/3569/3630/3651/3667/3767/3952/4160/4544/4760/4825/4843/5573/5579/5581/5781/6514/6616/6720/6833/6927/6928/6934/7124/7351/8431/8660/11132/169026",38
"BP","GO:0030073","insulin secretion","35/308","199/18870",4.35939332692574e-26,9.16265215622937e-24,4.37399416581975e-24,"111/1374/2641/2645/3091/3123/3172/3458/3569/3651/3667/3767/3952/4160/4544/4760/4825/4843/5573/5579/5581/5781/6514/6616/6720/6833/6927/6928/6934/7124/7351/8431/8660/11132/169026",35
"BP","GO:1904019","epithelial cell apoptotic process","31/308","144/18870",5.05394955731864e-26,1.01606359795832e-23,4.85040376279047e-24,"596/598/673/836/958/1909/2621/3162/3383/3569/3586/3651/3791/4192/4217/4760/4780/5054/5465/5562/5563/6347/6424/6934/7040/7048/7124/7466/11132/26291/406913",31
"BP","GO:0050796","regulation of insulin secretion","32/308","165/18870",2.56435575500622e-25,4.94065875464532e-23,2.35853246414388e-23,"111/1374/2641/2645/3091/3123/3172/3458/3569/3651/3667/3767/3952/4544/4760/4825/4843/5573/5579/5581/5781/6514/6616/6720/6833/6934/7124/7351/8431/8660/11132/169026",32
"BP","GO:0015833","peptide transport","38/308","262/18870",4.40831158654359e-25,8.15361311047102e-23,3.8923071145187e-23,"111/1363/1374/1906/2641/2645/3091/3123/3172/3458/3569/3630/3651/3667/3767/3952/4160/4544/4760/4825/4843/5573/5579/5581/5781/6514/6616/6720/6833/6927/6928/6934/7124/7351/8431/8660/11132/169026",38
"BP","GO:0008643","carbohydrate transport","31/308","159/18870",1.25070622693495e-24,2.22433292051816e-22,1.06183439590389e-22,"208/673/718/1636/1906/1909/2688/3479/3630/3643/3667/3952/4780/5167/5295/5579/5781/6506/6513/6514/6517/6927/7124/8013/8660/9370/11132/26060/26291/55600/57761",31
"BP","GO:0090276","regulation of peptide hormone secretion","33/308","195/18870",4.36158355917364e-24,7.46961569541441e-22,3.56578585714898e-22,"111/1374/2641/2645/3091/3123/3172/3458/3569/3630/3651/3667/3767/3952/4544/4760/4825/4843/5573/5579/5581/5781/6514/6616/6720/6833/6934/7124/7351/8431/8660/11132/169026",33
"BP","GO:0062012","regulation of small molecule metabolic process","41/308","337/18870",5.43660321966015e-24,8.97816188846734e-22,4.28592366602532e-22,"32/208/635/857/1374/2641/2645/2646/2784/3091/3458/3479/3630/3643/3667/3952/3953/4790/4842/4843/4846/5465/5468/5562/5563/5581/5629/5743/6647/6720/6721/6774/6934/7124/8013/8660/9370/10891/23411/57761/407054",41
"BP","GO:0002791","regulation of peptide secretion","33/308","198/18870",7.2411215591359e-24,1.15458434791188e-21,5.51166312504827e-22,"111/1374/2641/2645/3091/3123/3172/3458/3569/3630/3651/3667/3767/3952/4544/4760/4825/4843/5573/5579/5581/5781/6514/6616/6720/6833/6934/7124/7351/8431/8660/11132/169026",33
"BP","GO:0050708","regulation of protein secretion","37/308","266/18870",8.72331778721406e-24,1.34455404826926e-21,6.41852540343435e-22,"111/1374/2641/2645/3091/3123/3172/3458/3479/3569/3630/3651/3667/3767/3952/4544/4760/4825/4843/5468/5573/5579/5581/5781/6514/6616/6720/6833/6934/7040/7099/7124/7351/8431/8660/11132/169026",37
"BP","GO:0090087","regulation of peptide transport","33/308","200/18870",1.01015855437646e-23,1.50676553401186e-21,7.19287771995736e-22,"111/1374/2641/2645/3091/3123/3172/3458/3569/3630/3651/3667/3767/3952/4544/4760/4825/4843/5573/5579/5581/5781/6514/6616/6720/6833/6934/7124/7351/8431/8660/11132/169026",33
"BP","GO:0072593","reactive oxygen species metabolic process","35/308","234/18870",1.26677186770241e-23,1.7751362820201e-21,8.47400469722308e-22,"183/596/847/875/948/1026/1401/1535/1536/1544/1906/2876/2878/3039/3091/3240/3630/3684/3952/4780/4843/4846/5465/5879/6647/6648/7040/7048/7099/7124/7351/7416/29949/59272/653361",35
"BP","GO:0003018","vascular process in circulatory system","37/308","269/18870",1.30524726619125e-23,1.7751362820201e-21,8.47400469722308e-22,"153/154/183/489/857/875/948/1401/1636/1889/1906/1909/1910/2876/3630/3643/3672/3952/3953/4313/4544/4842/4846/5743/6506/6513/6517/6581/6647/6648/6833/7040/7124/7422/10257/59272/145741",37
"BP","GO:0032868","response to insulin","37/308","269/18870",1.30524726619125e-23,1.7751362820201e-21,8.47400469722308e-22,"208/847/2645/2888/3291/3586/3630/3636/3643/3667/3784/3952/4160/5080/5167/5295/5465/5468/5562/5579/5588/5770/5781/5970/6513/6517/6720/6833/7351/7494/8660/9370/11132/23411/26060/56729/57761",37
"BP","GO:0046323","glucose import","23/308","77/18870",3.78015732078303e-23,4.99412784322878e-21,2.38405711328782e-21,"208/1636/3479/3630/3643/3667/3952/4780/5167/5295/5781/6506/6513/6514/6517/6927/7124/8660/9370/11132/26060/26291/55600",23
"BP","GO:0009749","response to glucose","32/308","193/18870",4.24218429157516e-23,5.4488500456232e-21,2.60112878930793e-21,"111/836/1636/2621/2641/2876/3091/3123/3172/3383/3651/4760/4825/5080/5562/5563/5579/5581/6514/6720/6833/6928/6934/7351/7494/8431/8660/9370/10628/26291/169026/653361",32
