"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0008217","regulation of blood pressure","57/336","187/18870",1.08729740622831e-54,5.05702023636787e-51,2.26272312854039e-51,"153/183/185/186/367/476/477/490/551/796/1215/1636/1813/1889/1906/1908/1909/1910/2642/2643/2702/2740/2784/2982/3291/3784/3816/3952/4843/4846/4878/4879/4881/5443/5465/5468/5743/5972/6337/6338/6340/6647/6648/6869/7124/7168/7349/7369/8870/9365/9370/10699/27347/51752/59272/65125/65266",57
"BP","GO:0003018","vascular process in circulatory system","61/336","269/18870",6.2246612435462e-50,1.44754497218667e-46,6.47692383078466e-47,"150/153/183/185/186/348/477/489/490/551/624/796/857/875/948/1401/1636/1889/1906/1908/1909/1910/2643/2702/2729/2876/2982/3357/3579/3630/3643/3672/3779/3827/3952/3953/4313/4363/4544/4846/4878/4879/4881/5743/5997/6338/6506/6513/6517/6558/6581/6647/6648/6649/6833/6869/7040/7124/7349/59272/145741",61
"BP","GO:0035296","regulation of tube diameter","47/336","146/18870",2.34221247474143e-46,2.7234075550056e-43,1.21856685856942e-43,"150/153/183/185/186/348/477/490/551/624/796/857/875/1401/1636/1889/1906/1908/1909/1910/2643/2702/2729/2876/2982/3357/3630/3672/3779/3827/3952/4313/4544/4846/4878/4879/4881/5743/5997/6338/6647/6648/6649/6869/7124/7349/59272",47
"BP","GO:0097746","blood vessel diameter maintenance","47/336","146/18870",2.34221247474143e-46,2.7234075550056e-43,1.21856685856942e-43,"150/153/183/185/186/348/477/490/551/624/796/857/875/1401/1636/1889/1906/1908/1909/1910/2643/2702/2729/2876/2982/3357/3630/3672/3779/3827/3952/4313/4544/4846/4878/4879/4881/5743/5997/6338/6647/6648/6649/6869/7124/7349/59272",47
"BP","GO:0035150","regulation of tube size","47/336","147/18870",3.39105809686835e-46,3.15436224170694e-43,1.41139407526499e-43,"150/153/183/185/186/348/477/490/551/624/796/857/875/1401/1636/1889/1906/1908/1909/1910/2643/2702/2729/2876/2982/3357/3630/3672/3779/3827/3952/4313/4544/4846/4878/4879/4881/5743/5997/6338/6647/6648/6649/6869/7124/7349/59272",47
"BP","GO:0043434","response to peptide hormone","67/336","430/18870",1.08526616268659e-43,8.4126215377589e-41,3.76416000637087e-41,"183/185/186/208/301/490/673/847/857/1036/1277/1281/1395/1536/1906/1909/1910/2353/2475/2641/2642/2645/2729/2740/2888/2932/3291/3553/3624/3630/3636/3643/3667/3784/3952/4790/4825/5080/5167/5443/5465/5468/5573/5579/5580/5743/5770/5970/6198/6337/6338/6340/6513/6517/6794/6833/7054/7076/7351/8660/9365/9370/11132/23411/26291/51083/56729",67
"BP","GO:0046879","hormone secretion","53/336","308/18870",9.36296220241104e-37,6.22101960048768e-34,2.78354530438596e-34,"111/150/183/185/301/358/1374/1813/1906/1908/2641/2645/2697/2740/3091/3172/3553/3569/3624/3630/3651/3667/3767/3784/3952/4544/4760/4825/4843/5443/5468/5573/5579/5972/6514/6616/6833/6869/6927/6928/6934/7124/7200/7349/7351/8660/9370/11132/51083/56729/65266/84876/169026",53
"BP","GO:0009410","response to xenobiotic stimulus","60/336","434/18870",5.32990259349226e-36,3.09867212029156e-33,1.38647597728082e-33,"196/210/476/596/673/836/847/1277/1374/1536/1543/1544/1577/1636/1813/1906/2052/2353/2729/2876/2944/2950/3172/3291/3357/3553/3651/3767/3784/4313/4363/4760/4773/4825/4843/4968/5080/5579/5741/5743/5970/5972/6198/6338/6506/6530/6647/6648/6833/7054/7124/7157/7369/9370/9943/10451/26291/51083/65266/221357",60
"BP","GO:0009914","hormone transport","53/336","319/18870",6.06432094501893e-36,3.13390630169811e-33,1.40224122904122e-33,"111/150/183/185/301/358/1374/1813/1906/1908/2641/2645/2697/2740/3091/3172/3553/3569/3624/3630/3651/3667/3767/3784/3952/4544/4760/4825/4843/5443/5468/5573/5579/5972/6514/6616/6833/6869/6927/6928/6934/7124/7200/7349/7351/8660/9370/11132/51083/56729/65266/84876/169026",53
"BP","GO:1901653","cellular response to peptide","56/336","374/18870",1.78786283079692e-35,8.31535002603646e-33,3.72063664893211e-33,"183/185/186/208/490/781/857/948/1395/1906/1909/2353/2475/2641/2642/2645/2697/2729/2740/2888/2932/3383/3479/3553/3624/3630/3643/3667/3952/4363/4790/4825/5080/5167/5468/5573/5579/5580/5770/5970/6198/6337/6338/6340/6517/7099/7124/7157/7351/7412/8660/9370/11132/23411/26291/407054",56
