"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0008217","regulation of blood pressure","52/192","187/18870",3.16664004978365e-61,1.3157389406851e-57,5.67661895240163e-58,"153/183/185/186/367/476/477/490/551/796/1215/1636/1813/1889/1906/1908/1909/2643/2702/2740/2784/2982/3291/3816/3952/4843/4846/4878/4879/4881/5443/5465/5468/5743/5972/6337/6338/6340/6647/6648/6869/7124/7168/7349/7369/8870/9370/27347/51752/59272/65125/65266",52
"BP","GO:0035296","regulation of tube diameter","44/192","146/18870",2.2401971927457e-53,3.10267311195279e-50,1.33861607692839e-50,"150/153/183/185/186/348/477/490/551/624/796/857/875/1401/1636/1889/1906/1908/1909/2643/2702/2729/2876/2982/3357/3630/3779/3827/3952/4313/4846/4878/4879/4881/5743/5997/6338/6647/6648/6649/6869/7124/7349/59272",44
"BP","GO:0097746","blood vessel diameter maintenance","44/192","146/18870",2.2401971927457e-53,3.10267311195279e-50,1.33861607692839e-50,"150/153/183/185/186/348/477/490/551/624/796/857/875/1401/1636/1889/1906/1908/1909/2643/2702/2729/2876/2982/3357/3630/3779/3827/3952/4313/4846/4878/4879/4881/5743/5997/6338/6647/6648/6649/6869/7124/7349/59272",44
"BP","GO:0035150","regulation of tube size","44/192","147/18870",3.17247766749267e-53,3.29541117710801e-50,1.42177091256316e-50,"150/153/183/185/186/348/477/490/551/624/796/857/875/1401/1636/1889/1906/1908/1909/2643/2702/2729/2876/2982/3357/3630/3779/3827/3952/4313/4846/4878/4879/4881/5743/5997/6338/6647/6648/6649/6869/7124/7349/59272",44
"BP","GO:0003018","vascular process in circulatory system","50/192","269/18870",3.48468049201663e-49,2.89576948886582e-46,1.24934965850617e-46,"150/153/183/185/186/348/477/490/551/624/796/857/875/948/1401/1636/1889/1906/1908/1909/2643/2702/2729/2876/2982/3357/3579/3630/3779/3827/3952/3953/4313/4363/4846/4878/4879/4881/5743/5997/6338/6558/6647/6648/6649/6869/7040/7124/7349/59272",50
"BP","GO:1903522","regulation of blood circulation","38/192","258/18870",3.21113857659398e-33,2.22371346429133e-30,9.59398069463079e-31,"150/153/156/183/185/186/476/477/490/492/551/624/775/781/857/1636/1813/1889/1906/1908/1909/2643/2697/2702/2740/3952/4313/4846/4878/5743/5997/6869/7054/7124/7168/7349/10052/59272",38
"BP","GO:0003073","regulation of systemic arterial blood pressure","27/192","95/18870",5.12920386732081e-32,3.04454886695971e-29,1.31353897534546e-29,"153/183/185/186/367/551/796/1215/1636/1813/1889/1906/1908/2702/3291/3816/4846/4878/4879/5972/6648/6869/7124/7168/8870/59272/65125",27
"BP","GO:0072593","reactive oxygen species metabolic process","35/192","234/18870",7.61342831642389e-31,3.95422433184266e-28,1.7060090030092e-28,"183/185/596/847/875/948/1401/1490/1535/1536/1543/1906/2643/2876/2950/3091/3240/3630/3952/4843/4846/5465/5580/6647/6648/6649/7040/7099/7124/7157/7351/8870/50507/59272/653361",35
"BP","GO:0042311","vasodilation","21/192","47/18870",4.68303359893415e-30,2.16200051150793e-27,9.32772657191211e-28,"150/153/186/348/624/796/2643/2702/2876/2982/3630/3779/3827/4846/4878/4879/5997/6647/6648/7124/7349",21
"BP","GO:0050878","regulation of body fluid levels","39/192","365/18870",1.20372509074377e-28,5.00147775204035e-26,2.15783561003856e-26,"150/348/358/551/857/948/1281/1535/1813/1906/2160/2161/2702/2778/2811/3091/3291/3569/3827/4846/4879/4881/5054/5327/5340/5580/5624/6337/6338/6340/6403/7099/7369/7421/7450/10451/27347/65125/65266",39
"BP","GO:0003012","muscle system process","42/192","452/18870",2.18944833733324e-28,8.27014349238147e-26,3.56806748179762e-26,"150/156/183/476/477/490/624/775/781/796/857/1535/1813/1906/1908/1909/2475/2697/2702/2982/3162/3357/3479/3553/3952/4846/4878/5465/5468/5743/5997/6198/6338/6647/6869/7124/7168/7222/7349/10052/23327/59272",42
