"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0048872","homeostasis of number of cells","18/59","316/18870",2.30288549078928e-18,4.93278072127064e-15,3.40827052636814e-15,"212/355/1021/2056/2623/3313/3558/3845/4891/5741/6005/6223/6521/10661/30061/54977/57817/84529",18
"BP","GO:0002262","myeloid cell homeostasis","13/59","173/18870",5.75146675174859e-15,4.54404548022926e-12,3.13967661565794e-12,"212/1021/2056/2623/3313/4891/6005/6223/6521/10661/54977/57817/84529",13
"BP","GO:0030218","erythrocyte differentiation","12/59","131/18870",6.36420935606339e-15,4.54404548022926e-12,3.13967661565794e-12,"212/1021/2056/2623/3313/4891/6005/6223/6521/10661/54977/84529",12
"BP","GO:0034101","erythrocyte homeostasis","12/59","140/18870",1.43186066013197e-14,7.66761383500668e-12,5.29788444248828e-12,"212/1021/2056/2623/3313/4891/6005/6223/6521/10661/54977/84529",12
"BP","GO:0030099","myeloid cell differentiation","16/59","430/18870",1.7935382857427e-13,7.68351801612175e-11,5.30887332579841e-11,"142/212/1021/1437/1440/2056/2623/3313/4891/6005/6223/6521/7124/10661/54977/84529",16
"BP","GO:0010039","response to iron ion","6/59","30/18870",4.02999996277492e-10,1.43870998671065e-07,9.9406665748448e-08,"210/538/4891/9474/30061/57817",6
"BP","GO:0034755","iron ion transmembrane transport","6/59","31/18870",4.98516685633392e-10,1.52546105803818e-07,1.05400670676774e-07,"22/538/4891/30061/51312/57817",6
"BP","GO:0006826","iron ion transport","7/59","59/18870",6.07923045908781e-10,1.62771395542076e-07,1.12465763493125e-07,"22/538/4891/30061/51312/57817/113235",7
"BP","GO:0033013","tetrapyrrole metabolic process","7/59","62/18870",8.70043925205636e-10,2.07070454198941e-07,1.43073889922705e-07,"22/210/212/4548/4891/54977/113235",7
"BP","GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","9/59","168/18870",2.43177171426421e-09,4.9520819562736e-07,3.4216065804318e-07,"183/1437/1440/2056/2623/3481/3558/3562/7124",9
"BP","GO:0048821","erythrocyte development","6/59","40/18870",2.54308597194256e-09,4.9520819562736e-07,3.4216065804318e-07,"212/2056/2623/4891/6005/6521",6
"BP","GO:0006879","intracellular iron ion homeostasis","7/59","73/18870",2.80690179489598e-09,5.01031970388932e-07,3.46184554703837e-07,"22/212/4891/30061/51218/57817/113235",7
"BP","GO:0031667","response to nutrient levels","13/59","495/18870",3.20468090188242e-09,5.06810631589366e-07,3.5017728046324e-07,"210/355/2056/4524/5313/5617/5741/6648/7124/7298/9474/9518/10533",13
"BP","GO:0007259","receptor signaling pathway via JAK-STAT","9/59","174/18870",3.31248778816579e-09,5.06810631589366e-07,3.5017728046324e-07,"183/1437/2056/3440/3558/3562/5617/7124/57817",9
"BP","GO:0042440","pigment metabolic process","7/59","81/18870",5.87556401197027e-09,8.18884965615435e-07,5.65802870733354e-07,"22/210/212/538/4891/54977/113235",7
"BP","GO:0042168","heme metabolic process","6/59","46/18870",6.11678779171194e-09,8.18884965615435e-07,5.65802870733354e-07,"22/210/212/4891/54977/113235",6
"BP","GO:0097696","receptor signaling pathway via STAT","9/59","188/18870",6.53068949651225e-09,8.22866876560543e-07,5.68554144402243e-07,"183/1437/2056/3440/3558/3562/5617/7124/57817",9
"BP","GO:0070482","response to oxygen levels","11/59","343/18870",7.83480170248596e-09,9.32341402595829e-07,6.44194806648846e-07,"210/212/355/538/2056/4524/4891/5313/6648/7124/10533",11
"BP","GO:0060586","multicellular organismal-level iron ion homeostasis","5/59","25/18870",1.27255576853149e-08,1.43463918747076e-06,9.91253967066635e-07,"4891/6005/6648/30061/57817",5
"BP","GO:0006778","porphyrin-containing compound metabolic process","6/59","53/18870",1.47410015542868e-08,1.57876126646411e-06,1.09083411501722e-06,"22/210/212/4891/54977/113235",6
"BP","GO:0046148","pigment biosynthetic process","6/59","57/18870",2.30770998852785e-08,2.35386418829841e-06,1.62638608715296e-06,"22/210/212/538/4891/54977",6
"BP","GO:0000041","transition metal ion transport","7/59","100/18870",2.58346175523026e-08,2.51535230895601e-06,1.73796518079127e-06,"22/538/4891/30061/51312/57817/113235",7
"BP","GO:0050730","regulation of peptidyl-tyrosine phosphorylation","9/59","231/18870",3.90076476269122e-08,3.58052627086975e-06,2.47393972030216e-06,"183/1437/1440/2056/2623/3481/3558/3562/7124",9
"BP","GO:0006783","heme biosynthetic process","5/59","31/18870",4.01179414103053e-08,3.58052627086975e-06,2.47393972030216e-06,"22/210/212/4891/54977",5
"BP","GO:0006779","porphyrin-containing compound biosynthetic process","5/59","35/18870",7.59210828128807e-08,6.25472920712271e-06,4.3216616370409e-06,"22/210/212/4891/54977",5
"BP","GO:0033014","tetrapyrrole biosynthetic process","5/59","35/18870",7.59210828128807e-08,6.25472920712271e-06,4.3216616370409e-06,"22/210/212/4891/54977",5
"BP","GO:0045471","response to ethanol","7/59","121/18870",9.68591550653972e-08,7.68415963518817e-06,5.30931664802918e-06,"210/1440/3558/5741/6648/7124/7298",7
"BP","GO:0010038","response to metal ion","10/59","359/18870",1.50428873675142e-07,1.15078088361484e-05,7.95124046568609e-06,"142/210/538/4891/5313/5741/6648/9474/30061/57817",10
"BP","GO:0018108","peptidyl-tyrosine phosphorylation","9/59","276/18870",1.78308361964852e-07,1.31702245285763e-05,9.09987502441314e-06,"183/1437/1440/2056/2623/3481/3558/3562/7124",9
"BP","GO:0018212","peptidyl-tyrosine modification","9/59","278/18870",1.89549152752364e-07,1.35338095065188e-05,9.35109153578329e-06,"183/1437/1440/2056/2623/3481/3558/3562/7124",9
"BP","GO:0061515","myeloid cell development","6/59","85/18870",2.59978459515251e-07,1.79636729123119e-05,1.24118748413733e-05,"212/2056/2623/4891/6005/6521",6
"BP","GO:0033273","response to vitamin","6/59","86/18870",2.78804076796899e-07,1.86624478905925e-05,1.28946885518566e-05,"210/2056/4524/5741/6648/7298",6
