"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0086002","cardiac muscle cell action potential involved in contraction","14/23","53/18870",2.33021839501702e-31,2.65178853352937e-28,1.51341552602684e-28,"287/2697/3753/3757/3759/3762/3784/6262/6324/6330/6331/9992/10008/54795",14
"BP","GO:0061337","cardiac conduction","15/23","97/18870",7.05070608859251e-30,4.01185176440914e-27,2.28962402982188e-27,"287/1482/2697/3753/3757/3759/3762/3784/6262/6324/6330/6331/9992/10008/54795",15
"BP","GO:0086001","cardiac muscle cell action potential","14/23","76/18870",6.59363541799016e-29,1.8758892764182e-26,1.07059817181577e-26,"287/2697/3753/3757/3759/3762/3784/6262/6324/6330/6331/9992/10008/54795",14
"BP","GO:0086003","cardiac muscle cell contraction","14/23","76/18870",6.59363541799016e-29,1.8758892764182e-26,1.07059817181577e-26,"287/2697/3753/3757/3759/3762/3784/6262/6324/6330/6331/9992/10008/54795",14
"BP","GO:0086091","regulation of heart rate by cardiac conduction","12/23","38/18870",8.51284458139792e-28,1.93752342672617e-25,1.10577370667843e-25,"287/3753/3757/3759/3762/3784/6324/6330/6331/9992/10008/54795",12
"BP","GO:0060048","cardiac muscle contraction","15/23","139/18870",2.18745848223849e-27,4.148879587979e-25,2.36782786586166e-25,"287/1482/2697/3753/3757/3759/3762/3784/6262/6324/6330/6331/9992/10008/54795",15
"BP","GO:0070252","actin-mediated cell contraction","14/23","105/18870",8.6890351018112e-27,1.41258884940874e-24,8.06185662829701e-25,"287/2697/3753/3757/3759/3762/3784/6262/6324/6330/6331/9992/10008/54795",14
"BP","GO:0003015","heart process","16/23","255/18870",1.73526204371143e-25,2.46841025717951e-23,1.40875879074993e-23,"287/1482/2697/2771/3753/3757/3759/3762/3784/6262/6324/6330/6331/9992/10008/54795",16
"BP","GO:0006941","striated muscle contraction","15/23","186/18870",2.07750251418061e-25,2.62688651237503e-23,1.49920356871279e-23,"287/1482/2697/3753/3757/3759/3762/3784/6262/6324/6330/6331/9992/10008/54795",15
"BP","GO:0030048","actin filament-based movement","14/23","133/18870",2.86217090127314e-25,3.25715048564883e-23,1.85890468009003e-23,"287/2697/3753/3757/3759/3762/3784/6262/6324/6330/6331/9992/10008/54795",14
"BP","GO:0099622","cardiac muscle cell membrane repolarization","11/23","39/18870",8.26270056457842e-25,8.54813931135477e-23,4.87855143382286e-23,"287/3753/3757/3759/3762/3784/6324/6330/6331/9992/10008",11
"BP","GO:0001508","action potential","14/23","146/18870",1.12069083370305e-24,1.02670098376629e-22,5.85953664770885e-23,"287/2697/3753/3757/3759/3762/3784/6262/6324/6330/6331/9992/10008/54795",14
"BP","GO:0008016","regulation of heart contraction","15/23","208/18870",1.17285701133232e-24,1.02670098376629e-22,5.85953664770885e-23,"287/1482/2697/3753/3757/3759/3762/3784/6262/6324/6330/6331/9992/10008/54795",15
"BP","GO:0002027","regulation of heart rate","13/23","102/18870",1.66481621886638e-24,1.35325775504995e-22,7.72324516571845e-23,"287/3753/3757/3759/3762/3784/6262/6324/6330/6331/9992/10008/54795",13
"BP","GO:0099625","ventricular cardiac muscle cell membrane repolarization","10/23","28/18870",9.43334804781163e-24,7.15676671893975e-22,4.08447420736826e-22,"287/3753/3757/3762/3784/6324/6330/6331/9992/10008",10
"BP","GO:0060047","heart contraction","15/23","243/18870",1.28614026011857e-23,9.14767260009334e-22,5.22071408219183e-22,"287/1482/2697/3753/3757/3759/3762/3784/6262/6324/6330/6331/9992/10008/54795",15
