"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:1904645","response to amyloid-beta","6/54","53/18870",8.54042513058889e-09,1.69015013334354e-05,1.19296254192542e-05,"774/3383/3479/3480/4314/4363",6
"BP","GO:0006979","response to oxidative stress","10/54","400/18870",1.70571055340644e-07,0.000168780059259567,0.000119130416019492,"1612/2067/2071/2950/3569/3725/4153/4314/4363/6648",10
"BP","GO:0031099","regeneration","7/54","191/18870",1.15515909471003e-06,0.000762019949477052,0.000537858287256216,"2670/2735/3479/3480/3569/5467/6790",7
"BP","GO:0097191","extrinsic apoptotic signaling pathway","7/54","229/18870",3.85702247168695e-06,0.00122399227777063,0.000863933274435054,"467/1612/2950/3383/3479/4803/8797",7
"BP","GO:0010660","regulation of muscle cell apoptotic process","5/54","84/18870",4.12911269777356e-06,0.00122399227777063,0.000863933274435054,"239/1029/3479/3480/6648",5
"BP","GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors","5/54","86/18870",4.63788217734576e-06,0.00122399227777063,0.000863933274435054,"467/1612/3383/4803/8797",5
"BP","GO:0009650","UV protection","3/54","12/18870",4.78541625526954e-06,0.00122399227777063,0.000863933274435054,"2067/2071/2072",3
"BP","GO:0010657","muscle cell apoptotic process","5/54","90/18870",5.80237009118849e-06,0.00122399227777063,0.000863933274435054,"239/1029/3479/3480/6648",5
"BP","GO:0032496","response to lipopolysaccharide","8/54","348/18870",6.13268395859173e-06,0.00122399227777063,0.000863933274435054,"19/842/1440/2950/3569/4314/5581/6648",8
"BP","GO:0033002","muscle cell proliferation","7/54","247/18870",6.34068693588279e-06,0.00122399227777063,0.000863933274435054,"2735/3479/3480/3569/3725/5467/6648",7
"BP","GO:1904646","cellular response to amyloid-beta","4/54","43/18870",6.80339315587514e-06,0.00122399227777063,0.000863933274435054,"3383/3479/3480/4363",4
"BP","GO:0002237","response to molecule of bacterial origin","8/54","369/18870",9.40427932556782e-06,0.00155092239877489,0.00109469111096741,"19/842/1440/2950/3569/4314/5581/6648",8
"BP","GO:0071466","cellular response to xenobiotic stimulus","6/54","192/18870",1.76595532096108e-05,0.00268832736937074,0.00189750826794765,"19/1558/2950/4363/5243/7345",6
"BP","GO:0062197","cellular response to chemical stress","7/54","317/18870",3.1799756851317e-05,0.0043308170990531,0.00305683055793381,"1612/3569/3725/4314/4363/6648/9990",7
"BP","GO:0010888","negative regulation of lipid storage","3/54","22/18870",3.28257991338032e-05,0.0043308170990531,0.00305683055793381,"19/3569/5467",3
"BP","GO:0071222","cellular response to lipopolysaccharide","6/54","226/18870",4.41358205056442e-05,0.00487224588896706,0.00343898848150809,"19/1440/2950/3569/4314/5581",6
"BP","GO:0071214","cellular response to abiotic stimulus","7/54","334/18870",4.4315526023955e-05,0.00487224588896706,0.00343898848150809,"842/2067/2072/3480/4314/8797/9990",7
"BP","GO:0104004","cellular response to environmental stimulus","7/54","334/18870",4.4315526023955e-05,0.00487224588896706,0.00343898848150809,"842/2067/2072/3480/4314/8797/9990",7
"BP","GO:0009743","response to carbohydrate","6/54","230/18870",4.86660281229087e-05,0.00506895103448613,0.00357782932515789,"2067/3383/3480/5581/6648/9990",6
"BP","GO:0071219","cellular response to molecule of bacterial origin","6/54","239/18870",6.02282100126904e-05,0.00595958138075572,0.0042064649835179,"19/1440/2950/3569/4314/5581",6
"BP","GO:0042759","long-chain fatty acid biosynthetic process","3/54","28/18870",6.89860072695825e-05,0.00650110992316684,0.00458869331562586,"239/1558/2950",3
"BP","GO:0009411","response to UV","5/54","152/18870",7.30489720952463e-05,0.00657108708074965,0.0046380854531288,"842/2067/2071/2072/4314",5
"BP","GO:0097421","liver regeneration","3/54","29/18870",7.6790301848866e-05,0.00660730466777851,0.00466364899558102,"2735/3569/6790",3
"BP","GO:0007422","peripheral nervous system development","4/54","81/18870",8.46303317198571e-05,0.00681918248891108,0.00481319920363022,"4744/4803/5376/30812",4
"BP","GO:0034599","cellular response to oxidative stress","6/54","255/18870",8.61442962217165e-05,0.00681918248891108,0.00481319920363022,"1612/3569/3725/4314/4363/6648",6
"BP","GO:0051098","regulation of binding","6/54","262/18870",9.99659584746986e-05,0.00726122794099806,0.00512520915810985,"1440/2072/3479/3725/4803/6790",6
"BP","GO:0051101","regulation of DNA binding","4/54","85/18870",0.000102128251803231,0.00726122794099806,0.00512520915810985,"2072/3479/3725/4803",4
"BP","GO:0034391","regulation of smooth muscle cell apoptotic process","3/54","32/18870",0.000103605344084587,0.00726122794099806,0.00512520915810985,"1029/3479/6648",3
"BP","GO:0071216","cellular response to biotic stimulus","6/54","265/18870",0.000106405058256162,0.00726122794099806,0.00512520915810985,"19/1440/2950/3569/4314/5581",6
"BP","GO:0034390","smooth muscle cell apoptotic process","3/54","33/18870",0.000113735461453161,0.00750274927386016,0.00529568271397699,"1029/3479/6648",3
"BP","GO:0048660","regulation of smooth muscle cell proliferation","5/54","171/18870",0.000127287715552195,0.00788669440653839,0.00556668358686016,"3479/3480/3569/3725/6648",5
"BP","GO:0034644","cellular response to UV","4/54","90/18870",0.000127526134921288,0.00788669440653839,0.00556668358686016,"842/2067/2072/4314",4
"BP","GO:0048659","smooth muscle cell proliferation","5/54","175/18870",0.000141851930467728,0.00850681728471616,0.00600438633909648,"3479/3480/3569/3725/6648",5
"BP","GO:0048661","positive regulation of smooth muscle cell proliferation","4/54","98/18870",0.000177261408713888,0.0103176567013172,0.00728253527440648,"3479/3480/3569/3725",4
"BP","GO:0097306","cellular response to alcohol","4/54","103/18870",0.000214680354386238,0.0116948393477928,0.00825459525785005,"19/3480/5581/6648",4
"BP","GO:0042554","superoxide anion generation","3/54","41/18870",0.000218650356679299,0.0116948393477928,0.00825459525785005,"239/2950/6648",3
"BP","GO:0150077","regulation of neuroinflammatory response","3/54","41/18870",0.000218650356679299,0.0116948393477928,0.00825459525785005,"3479/3569/4314",3
"BP","GO:0009410","response to xenobiotic stimulus","7/54","434/18870",0.000225953957060716,0.0117674442374515,0.00830584213350611,"19/1558/2950/4363/5243/6648/7345",7
"BP","GO:0000302","response to reactive oxygen species","5/54","205/18870",0.000295786467387686,0.0149657356124147,0.0105632994642027,"2950/3569/3725/4314/6648",5
"BP","GO:0034284","response to monosaccharide","5/54","206/18870",0.000302490866344916,0.0149657356124147,0.0105632994642027,"3383/3480/5581/6648/9990",5
"BP","GO:0010656","negative regulation of muscle cell apoptotic process","3/54","50/18870",0.00039477390740509,0.0185208653864378,0.0130726248598723,"239/3479/3480",3
"BP","GO:0045471","response to ethanol","4/54","121/18870",0.000397120105303372,0.0185208653864378,0.0130726248598723,"1440/3480/5581/6648",4
"BP","GO:0071482","cellular response to light stimulus","4/54","123/18870",0.000422595285674823,0.0185208653864378,0.0130726248598723,"842/2067/2072/4314",4
"BP","GO:0010887","negative regulation of cholesterol storage","2/54","11/18870",0.000434839463353769,0.0185208653864378,0.0130726248598723,"19/5467",2
"BP","GO:0045332","phospholipid translocation","3/54","52/18870",0.000443332826561388,0.0185208653864378,0.0130726248598723,"19/4363/5243",3
"BP","GO:0048009","insulin-like growth factor receptor signaling pathway","3/54","52/18870",0.000443332826561388,0.0185208653864378,0.0130726248598723,"2067/3479/3480",3
"BP","GO:0006690","icosanoid metabolic process","4/54","125/18870",0.000449217553587172,0.0185208653864378,0.0130726248598723,"239/1558/2950/4363",4
"BP","GO:0006805","xenobiotic metabolic process","4/54","125/18870",0.000449217553587172,0.0185208653864378,0.0130726248598723,"1558/2950/4363/5243",4
"BP","GO:0010883","regulation of lipid storage","3/54","54/18870",0.000495569910112888,0.0197645024258279,0.013950424041421,"19/3569/5467",3
"BP","GO:0031667","response to nutrient levels","7/54","495/18870",0.000499355796509042,0.0197645024258279,0.013950424041421,"19/467/2067/3480/4852/5467/6648",7
"BP","GO:0034204","lipid translocation","3/54","57/18870",0.000581067463876478,0.0222174462192888,0.0156817909805571,"19/4363/5243",3
"BP","GO:0033690","positive regulation of osteoblast proliferation","2/54","13/18870",0.000614421515184997,0.0222174462192888,0.0156817909805571,"3480/30812",2
"BP","GO:0036462","TRAIL-activated apoptotic signaling pathway","2/54","13/18870",0.000614421515184997,0.0222174462192888,0.0156817909805571,"467/8797",2
