"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0010883","regulation of lipid storage","12/55","54/18870",3.24811724491945e-20,8.15277428474782e-17,3.99005560507473e-17,"19/949/1374/1401/3569/4481/4790/5465/6720/6721/7124/9619",12
"BP","GO:0019915","lipid storage","12/55","94/18870",4.15581248144741e-17,5.2155446642165e-14,2.55254377149954e-14,"19/949/1374/1401/3569/4481/4790/5465/6720/6721/7124/9619",12
"BP","GO:0031667","response to nutrient levels","18/55","495/18870",1.49811545159339e-15,1.25342326116647e-12,6.13438853336661e-13,"19/38/213/847/968/1374/1536/1636/2056/5076/5465/5743/5970/6720/6721/7124/9370/51085",18
"BP","GO:0045834","positive regulation of lipid metabolic process","12/55","145/18870",8.82570643826024e-15,5.5381307900083e-12,2.71042089827624e-12,"949/1374/2168/5465/5743/6720/6721/7040/7124/9370/9619/51085",12
"BP","GO:1905952","regulation of lipid localization","12/55","183/18870",1.46853649103191e-13,7.37205318498021e-11,3.60796228428262e-11,"19/949/1401/3569/4481/4790/5465/6721/7124/9370/9619/56729",12
"BP","GO:0010742","macrophage derived foam cell differentiation","8/55","40/18870",2.19083662388275e-13,9.16499987657617e-11,4.48544971942311e-11,"19/1401/4481/4790/5465/7040/9370/9619",8
"BP","GO:0090077","foam cell differentiation","8/55","41/18870",2.71591582810152e-13,9.73849818362116e-11,4.76612597202176e-11,"19/1401/4481/4790/5465/7040/9370/9619",8
"BP","GO:0062013","positive regulation of small molecule metabolic process","11/55","147/18870",3.91691785883156e-13,1.2289329782084e-10,6.01453044902162e-11,"1374/2168/3479/5465/5743/6720/6721/7124/9370/9619/51085",11
"BP","GO:0019216","regulation of lipid metabolic process","14/55","342/18870",7.04824516659112e-13,1.96567726312708e-10,9.620236385277e-11,"949/1374/2168/4790/5465/5743/6720/6721/7040/7124/9370/9619/51085/51094",14
"BP","GO:0051235","maintenance of location","14/55","350/18870",9.64332749989801e-13,2.4204752024744e-10,1.18460665182958e-10,"19/213/949/1374/1401/1535/3569/4481/4790/5465/6720/6721/7124/9619",14
"BP","GO:0072593","reactive oxygen species metabolic process","12/55","234/18870",2.73229485607535e-12,6.23460008068103e-10,3.0512804756363e-10,"847/873/1401/1535/1536/5076/5465/7040/7124/29949/50507/653361",12
"BP","GO:0010743","regulation of macrophage derived foam cell differentiation","7/55","33/18870",4.84523293197305e-12,1.01346122160436e-09,4.95998844878294e-10,"19/1401/4481/4790/5465/9370/9619",7
"BP","GO:0006631","fatty acid metabolic process","14/55","401/18870",6.03052872149134e-12,1.16435593007256e-09,5.69848341536874e-10,"38/873/1374/1555/1557/2168/2194/5465/5742/5743/6720/9370/51085/51094",14
"BP","GO:0062012","regulation of small molecule metabolic process","13/55","337/18870",1.10341644626837e-11,1.97826805723829e-09,9.68185708868562e-10,"1374/2168/3479/4790/5465/5743/6720/6721/7124/9370/9619/51085/51094",13
"BP","GO:0010885","regulation of cholesterol storage","6/55","19/18870",1.21951538507841e-11,2.04065574436454e-09,9.98718915358953e-10,"19/949/4481/5465/6721/9619",6
