"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0008203","cholesterol metabolic process","23/76","140/18870",1.94049984161359e-31,4.09057366612145e-28,2.76980819497687e-28,"19/335/336/337/338/348/1071/1593/2053/2629/3156/3949/3988/3990/3991/4047/4864/5444/6609/8431/10577/26119/255738",23
"BP","GO:1902652","secondary alcohol metabolic process","23/76","150/18870",1.05619611767597e-30,1.11323070803047e-27,7.53790492404536e-28,"19/335/336/337/338/348/1071/1593/2053/2629/3156/3949/3988/3990/3991/4047/4864/5444/6609/8431/10577/26119/255738",23
"BP","GO:0016125","sterol metabolic process","23/76","154/18870",2.009310272885e-30,1.41187535174719e-27,9.56008677204232e-28,"19/335/336/337/338/348/1071/1593/2053/2629/3156/3949/3988/3990/3991/4047/4864/5444/6609/8431/10577/26119/255738",23
"BP","GO:0042632","cholesterol homeostasis","20/76","100/18870",3.4916512153029e-29,1.56768128141061e-26,1.06150794846339e-26,"19/335/336/337/338/344/345/348/857/1071/2053/3949/3990/4023/4547/4864/10577/26119/116519/255738",20
"BP","GO:0055092","sterol homeostasis","20/76","101/18870",4.34142529889811e-29,1.56768128141061e-26,1.06150794846339e-26,"19/335/336/337/338/344/345/348/857/1071/2053/3949/3990/4023/4547/4864/10577/26119/116519/255738",20
"BP","GO:0055088","lipid homeostasis","23/76","175/18870",4.46209093380629e-29,1.56768128141061e-26,1.06150794846339e-26,"19/335/336/337/338/344/345/348/857/1071/2053/3949/3988/3990/4023/4547/4864/5424/5468/10577/26119/116519/255738",23
"BP","GO:0015918","sterol transport","21/76","141/18870",9.64299145670805e-28,2.90391799867722e-25,1.96630021282648e-25,"19/335/336/337/338/344/345/348/857/1071/3949/3988/3990/4547/4864/5444/5468/10577/26119/116519/255738",21
"BP","GO:0030301","cholesterol transport","20/76","128/18870",7.19812425025628e-27,1.70870000946486e-24,1.15699451354956e-24,"19/335/336/337/338/344/345/348/857/1071/3949/3988/3990/4864/5444/5468/10577/26119/116519/255738",20
"BP","GO:0016042","lipid catabolic process","26/76","334/18870",7.29520876906251e-27,1.70870000946486e-24,1.15699451354956e-24,"208/336/337/338/344/345/348/427/1593/2168/2629/2717/3032/3949/3988/3990/3991/4023/4668/4758/5346/6609/26580/63924/79153/116519",26
"BP","GO:0006641","triglyceride metabolic process","19/76","106/18870",9.40664480259207e-27,1.98292072438641e-24,1.34267477392788e-24,"336/337/338/344/345/348/857/1071/3949/3988/3990/3991/4023/4547/10555/63924/80025/116519/255738",19
"BP","GO:0006638","neutral lipid metabolic process","20/76","135/18870",2.22941293725345e-26,4.27236588339115e-24,2.89290329465615e-24,"336/337/338/344/345/348/857/1071/3949/3988/3990/3991/4023/4547/6622/10555/63924/80025/116519/255738",20
"BP","GO:0006869","lipid transport","28/76","453/18870",3.35729460192428e-26,5.89764751738032e-24,3.99341357913099e-24,"19/208/335/336/337/338/344/345/348/857/950/1071/1636/2168/3949/3988/3990/4018/4547/4864/5444/5468/8431/10577/26119/63924/116519/255738",28
"BP","GO:0006066","alcohol metabolic process","26/76","373/18870",1.29563319413773e-25,1.97339244168873e-23,1.3362229855837e-23,"19/335/336/337/338/348/427/1071/1593/2053/2629/3156/3949/3988/3990/3991/4047/4864/5444/6609/6622/8431/10577/26119/79153/255738",26
"BP","GO:0008202","steroid metabolic process","25/76","327/18870",1.31060219087486e-25,1.97339244168873e-23,1.3362229855837e-23,"19/335/336/337/338/348/427/1071/1593/2053/2629/3156/3949/3988/3990/3991/4047/4864/5444/6609/8431/10577/26119/80025/255738",25
"BP","GO:0006639","acylglycerol metabolic process","19/76","134/18870",1.08689082659715e-24,1.5274439083112e-22,1.03426242867771e-22,"336/337/338/344/345/348/857/1071/3949/3988/3990/3991/4023/4547/10555/63924/80025/116519/255738",19
"BP","GO:0097006","regulation of plasma lipoprotein particle levels","17/76","91/18870",2.59118360467071e-24,3.41388439915366e-22,2.31160853153518e-22,"19/335/336/337/338/344/345/348/1071/3949/3988/3990/4023/4547/26119/116519/255738",17
"BP","GO:0033344","cholesterol efflux","16/76","73/18870",3.91994576079664e-24,4.86073274338784e-22,3.29129811247074e-22,"19/335/336/337/338/344/345/348/857/1071/3988/4864/5444/5468/10577/116519",16
"BP","GO:0015850","organic hydroxy compound transport","23/76","308/18870",2.69005353093848e-23,3.15035157956573e-21,2.13316525611262e-21,"19/335/336/337/338/344/345/348/857/1071/3949/3988/3990/4547/4864/5444/5468/6622/8431/10577/26119/116519/255738",23
"BP","GO:0034370","triglyceride-rich lipoprotein particle remodeling","10/76","12/18870",3.97781154797085e-23,4.19261337156127e-21,2.83890129423604e-21,"335/336/337/344/345/348/1071/3990/4023/116519",10
"BP","GO:0034372","very-low-density lipoprotein particle remodeling","10/76","12/18870",3.97781154797085e-23,4.19261337156127e-21,2.83890129423604e-21,"335/336/337/344/345/348/1071/3990/4023/116519",10
"BP","GO:0019216","regulation of lipid metabolic process","23/76","342/18870",2.9681351765115e-22,2.9794423581363e-20,2.01743924779428e-20,"12/208/335/336/337/338/344/345/348/427/857/2053/2168/3949/5468/6622/10269/10577/26119/26580/63924/80025/116519",23
"BP","GO:0044242","cellular lipid catabolic process","20/76","223/18870",7.2484002510737e-22,6.94528533148334e-20,4.70278982796935e-20,"208/336/337/338/344/345/427/2168/2629/2717/3032/3949/3990/3991/4023/4668/4758/6609/79153/116519",20
"BP","GO:0034368","protein-lipid complex remodeling","12/76","33/18870",2.43021739143268e-21,2.1345409421417e-19,1.44533981700996e-19,"335/336/337/338/344/345/348/1071/3990/4023/4547/116519",12
"BP","GO:0034369","plasma lipoprotein particle remodeling","12/76","33/18870",2.43021739143268e-21,2.1345409421417e-19,1.44533981700996e-19,"335/336/337/338/344/345/348/1071/3990/4023/4547/116519",12
"BP","GO:0034367","protein-containing complex remodeling","12/76","35/18870",5.67955698092695e-21,4.7890024463176e-19,3.24272811205766e-19,"335/336/337/338/344/345/348/1071/3990/4023/4547/116519",12
"BP","GO:0071827","plasma lipoprotein particle organization","13/76","50/18870",7.85323987805386e-21,6.36716525497597e-19,4.31133330957127e-19,"19/335/336/337/338/344/345/348/1071/3990/4023/4547/116519",13
"BP","GO:0071825","protein-lipid complex organization","13/76","53/18870",1.8447464962505e-20,1.4402687459615e-18,9.75234405035353e-19,"19/335/336/337/338/344/345/348/1071/3990/4023/4547/116519",13
"BP","GO:0046486","glycerolipid metabolic process","22/76","390/18870",1.25520921869379e-19,9.44993226073757e-18,6.39873571634882e-18,"335/336/337/338/344/345/348/857/1071/3949/3988/3990/3991/4023/4547/5444/10555/63924/79153/80025/116519/255738",22
"BP","GO:0032371","regulation of sterol transport","13/76","80/18870",6.35239868875868e-18,4.46361881196777e-16,3.02240442875676e-16,"19/335/336/337/344/345/348/857/1071/5444/5468/26119/255738",13
"BP","GO:0032374","regulation of cholesterol transport","13/76","80/18870",6.35239868875868e-18,4.46361881196777e-16,3.02240442875676e-16,"19/335/336/337/344/345/348/857/1071/5444/5468/26119/255738",13
"BP","GO:1905952","regulation of lipid localization","16/76","183/18870",2.05497520993411e-17,1.3973831427552e-15,9.46195716356759e-16,"19/208/335/336/337/338/344/345/348/857/1071/4023/5444/5468/26119/255738",16
"BP","GO:0043691","reverse cholesterol transport","9/76","20/18870",2.76862986618433e-17,1.82383492434893e-15,1.23495463767959e-15,"19/335/336/337/344/345/348/1071/3990",9
"BP","GO:0019915","lipid storage","13/76","94/18870",5.81278251083116e-17,3.71313500994912e-15,2.51423702860831e-15,"19/335/338/348/857/2629/3988/4023/4864/5468/10577/26580/63924",13
"BP","GO:0033700","phospholipid efflux","8/76","14/18870",1.39517326008938e-16,8.65007421255415e-15,5.85713603926067e-15,"19/335/336/337/344/345/348/116519",8
"BP","GO:0015914","phospholipid transport","13/76","103/18870",2.00848490169484e-16,1.20968176364935e-14,8.19099406525774e-15,"19/335/336/337/344/345/348/950/1071/3949/4547/10577/116519",13
"BP","GO:0042157","lipoprotein metabolic process","14/76","135/18870",2.17868497608432e-16,1.25881369858943e-14,8.52367609750959e-15,"19/335/336/337/338/345/348/2629/3949/3988/4547/55062/116519/255738",14
"BP","GO:0034381","plasma lipoprotein particle clearance","11/76","55/18870",2.2094927347158e-16,1.25881369858943e-14,8.52367609750959e-15,"335/336/338/344/345/348/3949/3988/3990/26119/255738",11
"BP","GO:0062012","regulation of small molecule metabolic process","18/76","337/18870",1.06436301428027e-15,5.90441377395475e-14,3.99799514505275e-14,"208/335/337/338/344/345/348/857/2053/2168/3949/5468/6622/10269/26119/26471/80025/116519",18
"BP","GO:0032368","regulation of lipid transport","14/76","153/18870",1.29368922481782e-15,6.99255611773324e-14,4.73479781066927e-14,"19/208/335/336/337/344/345/348/857/1071/5444/5468/26119/255738",14
"BP","GO:0046503","glycerolipid catabolic process","11/76","65/18870",1.60126375301565e-15,8.4386599783925e-14,5.71398328707692e-14,"336/337/338/344/345/3949/3990/3991/4023/79153/116519",11
"BP","GO:0120009","intermembrane lipid transfer","10/76","54/18870",1.26155479741161e-14,6.486237836448e-13,4.3919597054946e-13,"19/335/336/337/338/348/1071/4547/10577/63924",10
"BP","GO:0046461","neutral lipid catabolic process","9/76","38/18870",2.53651541280008e-14,1.24348243957734e-12,8.419865115684e-13,"336/337/338/344/345/3990/3991/4023/116519",9
"BP","GO:0046464","acylglycerol catabolic process","9/76","38/18870",2.53651541280008e-14,1.24348243957734e-12,8.419865115684e-13,"336/337/338/344/345/3990/3991/4023/116519",9
"BP","GO:0015748","organophosphate ester transport","13/76","152/18870",3.52697502586095e-14,1.68974167148066e-12,1.14415744858073e-12,"19/335/336/337/344/345/348/950/1071/3949/4547/10577/116519",13
"BP","GO:0050994","regulation of lipid catabolic process","10/76","61/18870",4.64890132374504e-14,2.17775199787879e-12,1.47459887602299e-12,"208/336/337/344/345/2168/3949/26580/63924/116519",10
"BP","GO:0055090","acylglycerol homeostasis","9/76","43/18870",8.63537296486577e-14,3.87305664041214e-12,2.62252312214065e-12,"335/337/344/345/348/1071/3990/4023/116519",9
"BP","GO:0070328","triglyceride homeostasis","9/76","43/18870",8.63537296486577e-14,3.87305664041214e-12,2.62252312214065e-12,"335/337/344/345/348/1071/3990/4023/116519",9
"BP","GO:0034377","plasma lipoprotein particle assembly","8/76","27/18870",9.89275833913126e-14,4.34456970393515e-12,2.94179392716272e-12,"19/335/336/337/338/345/348/4547",8
"BP","GO:0019433","triglyceride catabolic process","8/76","28/18870",1.38054728037756e-13,5.93917074905286e-12,4.02152977914495e-12,"337/338/344/345/3990/3991/4023/116519",8
"BP","GO:0034375","high-density lipoprotein particle remodeling","7/76","16/18870",1.43911033674792e-13,6.06728917972923e-12,4.1082812981688e-12,"335/336/337/345/348/1071/3990",7
"BP","GO:0065005","protein-lipid complex assembly","8/76","30/18870",2.58309411630369e-13,1.06767890140552e-11,7.22946464748772e-12,"19/335/336/337/338/345/348/4547",8
"BP","GO:0006631","fatty acid metabolic process","17/76","401/18870",3.19097141964755e-13,1.29357072165712e-11,8.75902276324306e-12,"208/337/344/345/427/857/2168/3032/3988/3990/4023/5468/6319/6622/9415/80025/116519",17
"BP","GO:0032373","positive regulation of sterol transport","8/76","38/18870",2.10355286467852e-12,8.21164710878207e-11,5.56026839084614e-11,"19/335/348/857/1071/5444/5468/26119",8
"BP","GO:0032376","positive regulation of cholesterol transport","8/76","38/18870",2.10355286467852e-12,8.21164710878207e-11,5.56026839084614e-11,"19/335/348/857/1071/5444/5468/26119",8
"BP","GO:0010878","cholesterol storage","7/76","25/18870",5.8750604076399e-12,2.25175042532816e-10,1.52470467229851e-10,"19/338/3988/4023/4864/5468/10577",7
"BP","GO:0090207","regulation of triglyceride metabolic process","8/76","44/18870",7.47810492170884e-12,2.81497235267183e-10,1.90607335974383e-10,"337/344/345/348/3949/63924/80025/116519",8
"BP","GO:0019217","regulation of fatty acid metabolic process","10/76","100/18870",7.87966119686467e-12,2.90984919247986e-10,1.97031634125771e-10,"208/337/344/345/857/2168/5468/6622/80025/116519",10
"BP","GO:0051235","maintenance of location","15/76","350/18870",8.00622643092182e-12,2.90984919247986e-10,1.97031634125771e-10,"19/335/338/348/857/2629/3988/4023/4864/5468/6622/10577/26580/57192/63924",15
"BP","GO:0045834","positive regulation of lipid metabolic process","11/76","145/18870",1.40419242912093e-11,5.01701295014732e-10,3.39711852611593e-10,"208/335/336/337/344/348/2168/3949/5468/26119/116519",11
