"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0002088","lens development in camera-type eye","24/48","89/18870",1.45580409411791e-44,1.69310016145913e-41,1.42055831078664e-41,"631/1409/1410/1411/1412/1414/1415/1417/1420/1421/1427/1969/2703/3299/3982/4094/4284/4810/5080/5309/7431/8419/23424/146862",24
"BP","GO:0001654","eye development","26/48","391/18870",1.32583803131212e-31,6.72526258341694e-29,5.64268309257139e-29,"631/1409/1410/1411/1412/1414/1415/1417/1420/1421/1427/1969/2703/3299/3982/4094/4284/4810/5080/5308/5309/7431/8419/23424/27151/146862",26
"BP","GO:0150063","visual system development","26/48","395/18870",1.73480548153489e-31,6.72526258341694e-29,5.64268309257139e-29,"631/1409/1410/1411/1412/1414/1415/1417/1420/1421/1427/1969/2703/3299/3982/4094/4284/4810/5080/5308/5309/7431/8419/23424/27151/146862",26
"BP","GO:0048880","sensory system development","26/48","401/18870",2.58273798922396e-31,6.79063580612771e-29,5.69753305179924e-29,"631/1409/1410/1411/1412/1414/1415/1417/1420/1421/1427/1969/2703/3299/3982/4094/4284/4810/5080/5308/5309/7431/8419/23424/27151/146862",26
"BP","GO:0043010","camera-type eye development","25/48","344/18870",2.91944789601363e-31,6.79063580612771e-29,5.69753305179924e-29,"631/1409/1410/1411/1412/1414/1415/1417/1420/1421/1427/1969/2703/3299/3982/4094/4284/4810/5080/5308/5309/7431/8419/23424/146862",25
"BP","GO:0007601","visual perception","16/48","219/18870",1.01219450033803e-19,1.96197033982188e-17,1.64614789791816e-17,"1280/1409/1411/1412/1414/1415/1417/1420/1421/1427/2700/4284/5080/7466/8419/80781",16
"BP","GO:0050953","sensory perception of light stimulus","16/48","223/18870",1.35741454593077e-19,2.25524730988212e-17,1.89221546477868e-17,"1280/1409/1411/1412/1414/1415/1417/1420/1421/1427/2700/4284/5080/7466/8419/80781",16
"BP","GO:0070306","lens fiber cell differentiation","9/48","37/18870",2.37343985312814e-16,3.45038818648504e-14,2.8949720313813e-14,"631/1421/1969/3299/4094/5309/7431/8419/23424",9
"BP","GO:0070307","lens fiber cell development","4/48","14/18870",3.61980070478672e-08,4.67758691074106e-06,3.92462602729507e-06,"631/1969/7431/8419",4
"BP","GO:0002064","epithelial cell development","7/48","214/18870",1.08529978167499e-06,0.000126220364608802,0.000105902410275023,"231/631/1969/5080/7431/8419/80781",7
