"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0023061","signal release","47/183","484/18870",9.85883160801666e-34,3.86466199034253e-30,2.02884376775501e-30,"18/116/135/183/1136/1137/1139/1143/1268/1392/1813/1814/2641/3350/3351/3356/3458/3552/3553/3557/3569/3630/3737/3767/3952/4282/4843/4986/4988/5071/5443/5663/5743/5978/6532/6854/6855/7124/7200/7779/8573/8864/9536/11255/28964/51738/112755",47
"BP","GO:0050804","modulation of chemical synaptic transmission","44/183","489/18870",4.08548171348884e-30,5.82175162871593e-27,3.05626327447359e-27,"43/135/348/351/477/590/627/1128/1136/1138/1139/1143/1268/1812/1813/1814/2892/2897/3351/3356/3553/3630/4137/4204/4803/4804/5071/5621/5663/5743/6505/6529/6532/6547/6792/6855/7124/7779/8573/9456/9495/28964/51738/112755",44
"BP","GO:0099177","regulation of trans-synaptic signaling","44/183","490/18870",4.45542216483362e-30,5.82175162871593e-27,3.05626327447359e-27,"43/135/348/351/477/590/627/1128/1136/1138/1139/1143/1268/1812/1813/1814/2892/2897/3351/3356/3553/3630/4137/4204/4803/4804/5071/5621/5663/5743/6505/6529/6532/6547/6792/6855/7124/7779/8573/9456/9495/28964/51738/112755",44
"BP","GO:0050890","cognition","37/183","317/18870",2.23028691180378e-29,2.1856811735677e-26,1.14742392436221e-26,"348/351/477/590/627/1128/1137/1139/1268/1392/1812/1813/1814/2353/2558/2925/3356/3630/4137/4192/4204/4803/4986/5071/5621/5663/5743/6326/6505/6529/6532/6547/7124/7248/11255/28964/57468",37
"BP","GO:0051952","regulation of amine transport","24/183","97/18870",1.92136009485403e-27,1.50634631436556e-24,7.9079136535571e-25,"18/135/477/551/1136/1137/1139/1268/1392/1812/1813/1814/3351/3356/3737/3952/4986/5071/5663/6529/7124/7200/8864/11255",24
"BP","GO:0015837","amine transport","24/183","108/18870",3.26238349666499e-26,2.13142388448779e-23,1.1189403045579e-23,"18/135/477/551/1136/1137/1139/1268/1392/1812/1813/1814/3351/3356/3737/3952/4986/5071/5663/6529/7124/7200/8864/11255",24
"BP","GO:0007611","learning or memory","32/183","274/18870",1.90200098177347e-25,1.06512054979314e-22,5.59159687122878e-23,"348/351/477/590/627/1139/1268/1392/1812/1813/1814/2353/2558/2925/3356/4137/4192/4204/4803/4986/5071/5621/5663/5743/6326/6505/6529/6532/6547/7248/28964/57468",32
"BP","GO:1902074","response to salt","35/183","366/18870",8.03096319967027e-25,3.93517196783843e-22,2.06585961254676e-22,"18/43/210/249/538/847/1128/1136/1139/1268/1812/1813/1814/2353/3351/3356/3552/3553/3613/3767/3952/4204/4986/4988/5743/6261/6505/6529/6531/6648/7124/7252/9456/11255/84059",35
"BP","GO:0030534","adult behavior","25/183","145/18870",2.48123134625181e-24,1.08071409747857e-21,5.67345880926583e-22,"18/351/477/1136/1137/1138/1139/1143/1812/1813/1814/2566/3356/3952/4204/4852/4986/4988/5071/6323/6505/7200/7248/9456/51738",25
"BP","GO:0015844","monoamine transport","21/183","89/18870",1.19767823858943e-23,4.69489869527057e-21,2.46469574362351e-21,"18/135/1137/1139/1268/1392/1812/1813/1814/3350/3351/3356/3737/4204/4842/4986/5071/6530/6531/6532/11255",21
"BP","GO:0042391","regulation of membrane potential","36/183","440/18870",3.44360586410991e-23,1.22717590793735e-20,6.44234398500946e-21,"18/135/351/477/596/775/1128/1136/1137/1138/1139/1143/1268/1812/1813/2558/2562/2566/2892/2897/3737/3767/4137/4204/5071/5663/6323/6324/6532/6546/6547/6648/7124/51738/112755/348980",36
"BP","GO:0006836","neurotransmitter transport","27/183","207/18870",7.36811338558519e-23,2.40691703929116e-20,1.2635668130543e-20,"135/477/1103/1136/1143/1812/1813/1814/3351/4842/5071/5663/6505/6529/6530/6531/6532/6854/6855/7779/8573/8864/11255/28964/57030/57084/112755",27
