"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0030072","peptide hormone secretion","11/27","241/18870",1.27786090132834e-14,1.3661614278955e-11,6.12467476501308e-12,"358/1813/2641/3630/3952/4843/6343/7124/7200/7432/51083",11
"BP","GO:0002790","peptide secretion","11/27","246/18870",1.60306095822888e-14,1.3661614278955e-11,6.12467476501308e-12,"358/1813/2641/3630/3952/4843/6343/7124/7200/7432/51083",11
"BP","GO:0042886","amide transport","12/27","354/18870",2.13129707940016e-14,1.3661614278955e-11,6.12467476501308e-12,"358/551/1813/2641/3630/3952/4843/6343/7124/7200/7432/51083",12
"BP","GO:0015833","peptide transport","11/27","262/18870",3.21079763814153e-14,1.54359096453654e-11,6.92011385694187e-12,"358/1813/2641/3630/3952/4843/6343/7124/7200/7432/51083",11
"BP","GO:0046879","hormone secretion","11/27","308/18870",1.89491514689759e-13,7.28784365496814e-11,3.26723264275606e-11,"358/1813/2641/3630/3952/4843/6343/7124/7200/7432/51083",11
"BP","GO:0009914","hormone transport","11/27","319/18870",2.78098641148423e-13,8.91306144880697e-11,3.99583837018524e-11,"358/1813/2641/3630/3952/4843/6343/7124/7200/7432/51083",11
"BP","GO:0051047","positive regulation of secretion","10/27","310/18870",8.1641522952034e-12,2.24280926623945e-09,1.00547980898821e-09,"358/551/1813/2641/3630/3952/6343/7200/7432/51083",10
"BP","GO:0023061","signal release","11/27","484/18870",2.54151538560268e-11,6.10916760814245e-09,2.73881723790605e-09,"358/1813/2641/3630/3952/4843/6343/7124/7200/7432/51083",11
"BP","GO:0050878","regulation of body fluid levels","10/27","365/18870",4.08370894091414e-11,8.26146699831275e-09,3.70372032275126e-09,"358/551/1813/2778/3360/3827/5327/6343/7432/10451",10
"BP","GO:0046883","regulation of hormone secretion","9/27","251/18870",4.29613468451001e-11,8.26146699831275e-09,3.70372032275126e-09,"1813/2641/3630/3952/4843/6343/7124/7200/51083",9
"BP","GO:1903532","positive regulation of secretion by cell","9/27","288/18870",1.46141029587418e-10,2.55481090815095e-08,1.14535409791479e-08,"551/1813/2641/3630/3952/6343/7200/7432/51083",9
"BP","GO:0001666","response to hypoxia","9/27","298/18870",1.97819933143001e-10,3.12591465487906e-08,1.40138714308561e-08,"358/1813/2056/3952/4843/5327/6262/6648/7124",9
"BP","GO:0090276","regulation of peptide hormone secretion","8/27","195/18870",2.11320283481164e-10,3.12591465487906e-08,1.40138714308561e-08,"1813/2641/3630/3952/4843/6343/7124/7200",8
"BP","GO:0002791","regulation of peptide secretion","8/27","198/18870",2.38660358623422e-10,3.27817049737743e-08,1.46964536626002e-08,"1813/2641/3630/3952/4843/6343/7124/7200",8
"BP","GO:0090087","regulation of peptide transport","8/27","200/18870",2.58550436047198e-10,3.31461659012508e-08,1.48598461138706e-08,"1813/2641/3630/3952/4843/6343/7124/7200",8
"BP","GO:0036293","response to decreased oxygen levels","9/27","315/18870",3.23284352920619e-10,3.88547381666469e-08,1.74190713843413e-08,"358/1813/2056/3952/4843/5327/6262/6648/7124",9
"BP","GO:0070482","response to oxygen levels","9/27","343/18870",6.85453627563979e-10,7.75369015179725e-08,3.47607752925634e-08,"358/1813/2056/3952/4843/5327/6262/6648/7124",9
"BP","GO:0046887","positive regulation of hormone secretion","7/27","141/18870",8.77425891416999e-10,9.37383327330493e-08,4.20240821678668e-08,"1813/2641/3630/3952/6343/7200/51083",7
"BP","GO:0009306","protein secretion","9/27","368/18870",1.27247849327119e-09,1.25298276605438e-07,5.61728048497984e-08,"1813/2641/3630/3952/4843/7124/7200/7432/51083",9
"BP","GO:0035592","establishment of protein localization to extracellular region","9/27","369/18870",1.30315420286467e-09,1.25298276605438e-07,5.61728048497984e-08,"1813/2641/3630/3952/4843/7124/7200/7432/51083",9
"BP","GO:0071692","protein localization to extracellular region","9/27","377/18870",1.57295055523222e-09,1.44037329414836e-07,6.45737596358492e-08,"1813/2641/3630/3952/4843/7124/7200/7432/51083",9
"BP","GO:0051952","regulation of amine transport","6/27","97/18870",4.27968675051742e-09,3.74083528238409e-07,1.67706385104008e-07,"551/1813/3952/7124/7200/7432",6
"BP","GO:0007631","feeding behavior","6/27","106/18870",7.32475871060609e-09,6.12413521760674e-07,2.74552740685876e-07,"1813/2641/3630/3952/7200/51083",6
"BP","GO:0015837","amine transport","6/27","108/18870",8.20064322437924e-09,6.31084625284427e-07,2.82923232946299e-07,"551/1813/3952/7124/7200/7432",6
"BP","GO:0019932","second-messenger-mediated signaling","8/27","310/18870",8.20442830582978e-09,6.31084625284427e-07,2.82923232946299e-07,"196/358/3630/4843/6262/6343/7124/51083",8
"BP","GO:0030073","insulin secretion","7/27","199/18870",9.69411161350589e-09,7.16991408952762e-07,3.21436332447827e-07,"1813/2641/3952/4843/7124/7200/51083",7
"BP","GO:0045471","response to ethanol","6/27","121/18870",1.62670569748229e-08,1.15857594676239e-06,5.1940427533645e-07,"551/1813/2796/3952/6648/7124",6
"BP","GO:0035296","regulation of tube diameter","6/27","146/18870",5.00952842345578e-08,3.19134734215708e-06,1.43072144578189e-06,"551/3630/3827/3952/6648/7124",6
"BP","GO:0097746","blood vessel diameter maintenance","6/27","146/18870",5.00952842345578e-08,3.19134734215708e-06,1.43072144578189e-06,"551/3630/3827/3952/6648/7124",6
"BP","GO:0097305","response to alcohol","7/27","254/18870",5.20195339207905e-08,3.19134734215708e-06,1.43072144578189e-06,"196/551/1813/2796/3952/6648/7124",7
"BP","GO:0035150","regulation of tube size","6/27","147/18870",5.21769808140498e-08,3.19134734215708e-06,1.43072144578189e-06,"551/3630/3827/3952/6648/7124",6
"BP","GO:0014823","response to activity","5/27","72/18870",5.31061440192546e-08,3.19134734215708e-06,1.43072144578189e-06,"2641/3952/6262/6648/7124",5
"BP","GO:0051953","negative regulation of amine transport","4/27","28/18870",6.64648153201553e-08,3.8730860563836e-06,1.73635354855525e-06,"1813/3952/7124/7200",4
"BP","GO:0050708","regulation of protein secretion","7/27","266/18870",7.13300867003215e-08,4.03434578602112e-06,1.80864832840753e-06,"1813/2641/3630/3952/4843/7124/7200",7
"BP","GO:0050796","regulation of insulin secretion","6/27","165/18870",1.03738059802999e-07,5.69966540003335e-06,2.5552322098844e-06,"1813/2641/3952/4843/7124/7200",6
"BP","GO:0019935","cyclic-nucleotide-mediated signaling","5/27","83/18870",1.09028805616036e-07,5.77210379399281e-06,2.58770725964371e-06,"196/358/3630/6343/51083",5
"BP","GO:0009410","response to xenobiotic stimulus","8/27","434/18870",1.11059719385197e-07,5.77210379399281e-06,2.58770725964371e-06,"196/590/1813/4843/6648/7124/10451/51083",8
"BP","GO:0051048","negative regulation of secretion","6/27","172/18870",1.3271905605239e-07,6.7162827575986e-06,3.01099465116088e-06,"1813/3630/3952/6343/7124/7200",6
"BP","GO:0051051","negative regulation of transport","8/27","469/18870",2.01047828561624e-07,9.91320446984622e-06,4.444215157678e-06,"1813/2056/3630/3952/6343/7124/7200/7432",8
"BP","GO:0008217","regulation of blood pressure","6/27","187/18870",2.17603963107293e-07,1.04613105263831e-05,4.68993804697033e-06,"551/1813/3952/4843/6648/7124",6
"BP","GO:0050890","cognition","7/27","317/18870",2.35163819816304e-07,1.10297567196769e-05,4.94477967726708e-06,"590/728/1813/3122/3630/7124/7432",7
"BP","GO:0051954","positive regulation of amine transport","4/27","41/18870",3.24592961909433e-07,1.4861720613139e-05,6.66269763919362e-06,"551/1813/7200/7432",4
"BP","GO:0046717","acid secretion","4/27","43/18870",3.9478531589114e-07,1.72539127831514e-05,7.73514769652735e-06,"1813/6343/7124/7200",4
"BP","GO:0051955","regulation of amino acid transport","4/27","43/18870",3.9478531589114e-07,1.72539127831514e-05,7.73514769652735e-06,"551/3952/7124/7200",4
"BP","GO:0090277","positive regulation of peptide hormone secretion","5/27","109/18870",4.27740596069735e-07,1.82787814720467e-05,8.19460931417808e-06,"1813/2641/3630/6343/7200",5
"BP","GO:0002793","positive regulation of peptide secretion","5/27","111/18870",4.68333181739546e-07,1.9578363227938e-05,8.77722828019881e-06,"1813/2641/3630/6343/7200",5
"BP","GO:0042311","vasodilation","4/27","47/18870",5.6836190387199e-07,2.32544668328901e-05,1.04252721001379e-05,"3630/3827/6648/7124",4
"BP","GO:0045776","negative regulation of blood pressure","4/27","48/18870",6.19426368697276e-07,2.48157688959346e-05,1.11252235956813e-05,"1813/4843/6648/7124",4
"BP","GO:0045861","negative regulation of proteolysis","6/27","235/18870",8.32263343987479e-07,3.26620900099576e-05,1.46428287588775e-05,"358/551/3630/3827/5327/7124",6
"BP","GO:0051956","negative regulation of amino acid transport","3/27","16/18870",1.44487484899616e-06,5.55698866923925e-05,2.49126842384812e-05,"3952/7124/7200",3
"BP","GO:0042060","wound healing","7/27","423/18870",1.63083477765656e-06,6.14920642634033e-05,2.75676714736992e-05,"358/2778/3630/3827/5327/7124/10451",7
"BP","GO:0003018","vascular process in circulatory system","6/27","269/18870",1.82699265949644e-06,6.75635939271473e-05,3.02896151442831e-05,"551/3630/3827/3952/6648/7124",6
"BP","GO:0062013","positive regulation of small molecule metabolic process","5/27","147/18870",1.88411928112149e-06,6.83615354263515e-05,3.06473424277756e-05,"551/2641/3630/4843/7124",5
"BP","GO:0032098","regulation of appetite","3/27","20/18870",2.93014715185806e-06,0.000104345795796723,4.6779542248962e-05,"3360/3952/6343",3
"BP","GO:0043410","positive regulation of MAPK cascade","7/27","474/18870",3.46713125817335e-06,0.00012122351653577,5.43460382860091e-05,"728/1813/2056/2641/3630/3952/7124",7
"BP","GO:0032102","negative regulation of response to external stimulus","7/27","481/18870",3.81905517544416e-06,0.000131143626828199,5.8793349411443e-05,"196/1813/3630/3827/3952/5327/7124",7
"BP","GO:0032890","regulation of organic acid transport","4/27","77/18870",4.1877997691773e-06,0.000138938180391491,6.22877465257855e-05,"551/3952/7124/7200",4
"BP","GO:0007204","positive regulation of cytosolic calcium ion concentration","5/27","173/18870",4.19054314233306e-06,0.000138938180391491,6.22877465257855e-05,"551/728/2056/3827/6262",5
"BP","GO:0031667","response to nutrient levels","7/27","495/18870",4.6130467899061e-06,0.000150354050457448,6.74056257079946e-05,"590/2056/3360/3952/6343/6648/7124",7
