"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0002002","regulation of angiotensin levels in blood","1/1","10/18870",0.000529941706412296,0.00831629949276979,NA,"1636",1
"BP","GO:0090281","negative regulation of calcium ion import","1/1","10/18870",0.000529941706412296,0.00831629949276979,NA,"1636",1
"BP","GO:1903596","regulation of gap junction assembly","1/1","10/18870",0.000529941706412296,0.00831629949276979,NA,"1636",1
"BP","GO:0042447","hormone catabolic process","1/1","11/18870",0.000582935877053381,0.00831629949276979,NA,"1636",1
"BP","GO:0071838","cell proliferation in bone marrow","1/1","11/18870",0.000582935877053381,0.00831629949276979,NA,"1636",1
"BP","GO:2000169","regulation of peptidyl-cysteine S-nitrosylation","1/1","11/18870",0.000582935877053381,0.00831629949276979,NA,"1636",1
"BP","GO:0003084","positive regulation of systemic arterial blood pressure","1/1","12/18870",0.000635930047694577,0.00831629949276979,NA,"1636",1
"BP","GO:0071389","cellular response to mineralocorticoid stimulus","1/1","12/18870",0.000635930047694577,0.00831629949276979,NA,"1636",1
"BP","GO:0034616","response to laminar fluid shear stress","1/1","14/18870",0.000741918388977081,0.00831629949276979,NA,"1636",1
"BP","GO:0017014","protein nitrosylation","1/1","16/18870",0.000847906730259584,0.00831629949276979,NA,"1636",1
"BP","GO:0018119","peptidyl-cysteine S-nitrosylation","1/1","16/18870",0.000847906730259584,0.00831629949276979,NA,"1636",1
"BP","GO:0046325","negative regulation of glucose import","1/1","16/18870",0.000847906730259584,0.00831629949276979,NA,"1636",1
"BP","GO:0001991","regulation of systemic arterial blood pressure by circulatory renin-angiotensin","1/1","17/18870",0.000900900900900892,0.00831629949276979,NA,"1636",1
"BP","GO:0110096","cellular response to aldehyde","1/1","17/18870",0.000900900900900892,0.00831629949276979,NA,"1636",1
"BP","GO:1902033","regulation of hematopoietic stem cell proliferation","1/1","17/18870",0.000900900900900892,0.00831629949276979,NA,"1636",1
"BP","GO:0016264","gap junction assembly","1/1","18/18870",0.000953895071542199,0.00831629949276979,NA,"1636",1
"BP","GO:0038083","peptidyl-tyrosine autophosphorylation","1/1","18/18870",0.000953895071542199,0.00831629949276979,NA,"1636",1
"BP","GO:1904044","response to aldosterone","1/1","18/18870",0.000953895071542199,0.00831629949276979,NA,"1636",1
"BP","GO:0060977","coronary vasculature morphogenesis","1/1","19/18870",0.0010068892421834,0.00831629949276979,NA,"1636",1
"BP","GO:0010829","negative regulation of glucose transmembrane transport","1/1","21/18870",0.00111287758346568,0.00831629949276979,NA,"1636",1
"BP","GO:0043171","peptide catabolic process","1/1","23/18870",0.00121886592474818,0.00831629949276979,NA,"1636",1
"BP","GO:0003081","regulation of systemic arterial blood pressure by renin-angiotensin","1/1","24/18870",0.00127186009538938,0.00831629949276979,NA,"1636",1
