"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0023061","signal release","56/279","484/18870",6.81351576006336e-34,2.94003205046734e-30,1.57284632229673e-30,"111/135/406/815/886/1268/1385/1392/1393/1394/1407/1408/1813/1814/1906/2182/2332/2587/2668/2697/3091/3164/3350/3351/3356/3358/3458/3553/3569/3589/3630/3952/4129/4282/5021/5443/5579/5743/5972/5978/6532/6616/6755/6844/7124/7200/8564/9572/9575/23236/27445/51083/51738/65018/84062/114131",56
"BP","GO:0046883","regulation of hormone secretion","38/279","251/18870",2.20797136266898e-27,4.76369821495832e-24,2.54846378859635e-24,"111/406/886/1268/1385/1392/1393/1394/1407/1408/1813/1906/2182/2587/2697/3091/3350/3358/3458/3553/3569/3589/3630/3952/5443/5579/5972/5978/6616/6755/7124/7200/9572/9575/23236/51083/51738/114131",38
"BP","GO:0046879","hormone secretion","39/279","308/18870",4.10372510443337e-25,5.90252460854333e-22,3.15770847509557e-22,"111/406/886/1268/1385/1392/1393/1394/1407/1408/1813/1906/2182/2587/2697/3091/3350/3358/3458/3553/3569/3589/3630/3952/5443/5579/5972/5978/6616/6755/7124/7200/9572/9575/23236/27445/51083/51738/114131",39
"BP","GO:0050804","modulation of chemical synaptic transmission","47/279","489/18870",7.24445089173452e-25,6.83007473567996e-22,3.65392544864211e-22,"135/148/613/627/815/1268/1269/1636/1742/1813/1814/1816/1906/2332/2670/2891/2900/2911/2915/2917/2932/3351/3356/3553/3630/4747/4908/4915/5021/5579/5649/5743/6285/6347/6532/6616/6844/7124/7804/8564/9456/23236/27185/51738/64854/65018/84062",47
"BP","GO:0099177","regulation of trans-synaptic signaling","47/279","490/18870",7.91433920704514e-25,6.83007473567996e-22,3.65392544864211e-22,"135/148/613/627/815/1268/1269/1636/1742/1813/1814/1816/1906/2332/2670/2891/2900/2911/2915/2917/2932/3351/3356/3553/3630/4747/4908/4915/5021/5579/5649/5743/6285/6347/6532/6616/6844/7124/7804/8564/9456/23236/27185/51738/64854/65018/84062",47
"BP","GO:0009914","hormone transport","39/279","319/18870",1.53590570125546e-24,1.10457218348622e-21,5.90919509272494e-22,"111/406/886/1268/1385/1392/1393/1394/1407/1408/1813/1906/2182/2587/2697/3091/3350/3358/3458/3553/3569/3589/3630/3952/5443/5579/5972/5978/6616/6755/7124/7200/9572/9575/23236/27445/51083/51738/114131",39
"BP","GO:0042886","amide transport","40/279","354/18870",7.55437558024703e-24,4.65673294696656e-21,2.49123994698973e-21,"111/135/406/551/1268/1392/1393/1394/1813/1906/2182/2697/2911/2917/3091/3358/3458/3553/3569/3630/3952/4915/5243/5579/5978/6511/6616/6755/7124/7200/8564/9572/9575/23236/27445/51083/51738/57084/84062/114131",40
"BP","GO:0009410","response to xenobiotic stimulus","41/279","434/18870",1.84697736208138e-21,9.96213414672646e-19,5.32950178295325e-19,"135/148/595/847/1385/1393/1557/1559/1565/1636/1813/1814/1906/2572/3320/3351/3356/3553/4129/4524/4842/4862/5021/5141/5243/5579/5743/5972/5978/6095/6530/6532/6647/6648/6750/7054/7124/7804/10014/51083/116285",41
"BP","GO:0051048","negative regulation of secretion","26/279","172/18870",5.34133774851953e-19,2.56087470942909e-16,1.37000627865536e-16,"613/1268/1392/1393/1407/1408/1813/1814/1815/1906/1950/2065/2332/2697/2917/3351/3553/3589/3630/3952/4129/5978/7124/7200/51738/140947",26
"BP","GO:0035249","synaptic transmission, glutamatergic","22/279","111/18870",6.95380237816004e-19,3.00056572617606e-16,1.60523038055842e-16,"135/1268/1813/1814/2891/2900/2908/2911/2915/2917/3351/3356/5021/5649/5743/6347/7124/8564/9456/27185/57084/84062",22
"BP","GO:0048511","rhythmic process","32/279","296/18870",1.18747133687639e-18,4.445578238614e-16,2.37827726469e-16,"135/406/1385/1392/1407/1408/1813/1814/1815/2475/2932/3131/3363/3952/4862/4915/5021/5806/6095/6532/6586/7008/7054/7124/7166/8863/9456/9572/9575/51738/60675/94233",32
"BP","GO:0097305","response to alcohol","30/279","254/18870",1.23631376276635e-18,4.445578238614e-16,2.37827726469e-16,"111/113/551/847/1268/1385/1393/1394/1440/1621/1636/1813/1815/2782/3351/3558/3952/4129/4747/5579/6446/6586/6647/6648/7054/7124/7804/10270/64854/114131",30
"BP","GO:0030072","peptide hormone secretion","29/279","241/18870",2.85962875275542e-18,9.49176774472279e-16,5.07786708890092e-16,"111/406/1268/1392/1393/1394/1813/1906/2182/3091/3358/3458/3553/3569/3630/3952/5579/5978/6616/6755/7124/7200/9572/9575/23236/27445/51083/51738/114131",29
"BP","GO:0007623","circadian rhythm","27/279","204/18870",3.7104381114504e-18,1.14361003220775e-15,6.11803817925619e-16,"135/406/1385/1392/1407/1408/1813/1814/1815/2475/2932/3363/3952/4862/4915/6095/6532/7054/7124/7166/8863/9456/9572/9575/51738/60675/94233",27
"BP","GO:0002790","peptide secretion","29/279","246/18870",5.04462677992107e-18,1.4511709703573e-15,7.7634151076259e-16,"111/406/1268/1392/1393/1394/1813/1906/2182/3091/3358/3458/3553/3569/3630/3952/5579/5978/6616/6755/7124/7200/9572/9575/23236/27445/51083/51738/114131",29
"BP","GO:0050890","cognition","32/279","317/18870",9.14190756136948e-18,2.46545819545683e-15,1.31896074224232e-15,"627/1268/1385/1392/1393/1621/1742/1813/1814/1816/1956/2915/3091/3356/3630/3776/4908/4915/5021/5649/5743/6285/6446/6532/6616/7054/7124/8484/8811/23236/26047/140947",32
"BP","GO:0007611","learning or memory","30/279","274/18870",1.06065157672994e-17,2.69218326681746e-15,1.44025319366486e-15,"627/1268/1385/1392/1393/1621/1742/1813/1814/1816/1956/2915/3091/3356/3776/4908/4915/5021/5649/5743/6285/6446/6532/6616/7054/8484/8811/23236/26047/140947",30
"BP","GO:0015833","peptide transport","29/279","262/18870",2.84037307534364e-17,6.80900545561545e-15,3.64265389136176e-15,"111/406/1268/1392/1393/1394/1813/1906/2182/3091/3358/3458/3553/3569/3630/3952/5579/5978/6616/6755/7124/7200/9572/9575/23236/27445/51083/51738/114131",29
"BP","GO:0001963","synaptic transmission, dopaminergic","13/279","28/18870",3.74821051023502e-17,8.51238334298112e-15,4.55392002711657e-15,"135/1392/1393/1813/1814/1815/1816/2668/5743/6530/6532/7054/65018",13
"BP","GO:0033138","positive regulation of peptidyl-serine phosphorylation","20/279","104/18870",5.29042518977424e-17,1.14140923469379e-14,6.10626444272364e-15,"551/627/1440/1956/2931/3320/3439/3440/3458/3569/3589/4282/4842/4908/4915/4916/5743/7124/7422/65018",20
"BP","GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","28/279","248/18870",6.11353953055331e-17,1.25618681306369e-14,6.72029683734506e-15,"111/113/135/148/1268/1269/1394/1813/1814/1815/1816/1906/2587/2782/2911/2915/2917/2931/3350/3351/3627/4886/5141/8484/8811/9568/114131/407034",28
"BP","GO:0007631","feeding behavior","20/279","106/18870",7.84528704426635e-17,1.51476932199108e-14,8.10365096816842e-15,"135/1268/1636/1813/3351/3358/3630/3952/4852/4886/4915/5021/5972/7054/7200/8484/8811/51083/51738/64854",20
"BP","GO:0051966","regulation of synaptic transmission, glutamatergic","18/279","79/18870",8.0740890859316e-17,1.51476932199108e-14,8.10365096816842e-15,"135/1268/1813/1814/2911/2915/2917/3351/3356/5021/5649/5743/6347/7124/8564/9456/27185/84062",18
"BP","GO:0015837","amine transport","20/279","108/18870",1.15333248917174e-16,2.07359570449003e-14,1.10932374945335e-14,"135/551/1268/1392/1813/1814/1815/2668/2917/3351/3356/3952/5021/5579/7054/7124/7200/8564/65018/84062",20
"BP","GO:0090276","regulation of peptide hormone secretion","25/279","195/18870",1.47240888311631e-16,2.54137773225875e-14,1.35957586554698e-14,"111/406/1268/1392/1393/1813/2182/3091/3358/3458/3553/3569/3630/3952/5579/5978/6616/6755/7124/7200/9572/9575/23236/51738/114131",25
"BP","GO:0002791","regulation of peptide secretion","25/279","198/18870",2.12697324767404e-16,3.52995752450518e-14,1.8884422397365e-14,"111/406/1268/1392/1393/1813/2182/3091/3358/3458/3553/3569/3630/3952/5579/5978/6616/6755/7124/7200/9572/9575/23236/51738/114131",25
"BP","GO:0051952","regulation of amine transport","19/279","97/18870",2.26700958385896e-16,3.6230171682783e-14,1.93822690736947e-14,"135/551/1268/1392/1813/1814/1815/2668/2917/3351/3356/3952/5021/5579/7124/7200/8564/65018/84062",19
"BP","GO:0090087","regulation of peptide transport","25/279","200/18870",2.70812175199252e-16,4.17340905708848e-14,2.23267330906752e-14,"111/406/1268/1392/1393/1813/2182/3091/3358/3458/3553/3569/3630/3952/5579/5978/6616/6755/7124/7200/9572/9575/23236/51738/114131",25
"BP","GO:0035296","regulation of tube diameter","22/279","146/18870",3.2046080386802e-16,4.60929456230168e-14,2.46586155397392e-14,"135/148/551/624/1401/1621/1636/1816/1906/3350/3351/3356/3363/3630/3952/4842/5021/5743/6532/6647/6648/7124",22
"BP","GO:0097746","blood vessel diameter maintenance","22/279","146/18870",3.2046080386802e-16,4.60929456230168e-14,2.46586155397392e-14,"135/148/551/624/1401/1621/1636/1816/1906/3350/3351/3356/3363/3630/3952/4842/5021/5743/6532/6647/6648/7124",22
"BP","GO:0035150","regulation of tube size","22/279","147/18870",3.71932055759607e-16,5.17705426000872e-14,2.76959931504522e-14,"135/148/551/624/1401/1621/1636/1816/1906/3350/3351/3356/3363/3630/3952/4842/5021/5743/6532/6647/6648/7124",22
"BP","GO:0006836","neurotransmitter transport","25/279","207/18870",6.16997123998086e-16,8.31982059391169e-14,4.45090359515725e-14,"135/815/1813/1814/1815/2332/2668/2670/3164/3351/4842/5579/6511/6530/6532/6540/6616/6844/7054/8564/27445/55117/57084/60482/84062",25
"BP","GO:1903531","negative regulation of secretion by cell","22/279","152/18870",7.69681518495475e-16,9.88800761803366e-14,5.28984587579382e-14,"613/1268/1392/1393/1407/1408/1813/1814/1815/1906/2332/2697/2917/3351/3553/3589/3630/3952/4129/5978/7200/51738",22
