"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0003018","vascular process in circulatory system","6/18","269/18870",1.27624258628934e-07,5.04636340015595e-05,2.68382120586469e-05,"154/183/551/3630/4879/6584",6
"BP","GO:0035296","regulation of tube diameter","5/18","146/18870",2.04508626835464e-07,5.04636340015595e-05,2.68382120586469e-05,"154/183/551/3630/4879",5
"BP","GO:0097746","blood vessel diameter maintenance","5/18","146/18870",2.04508626835464e-07,5.04636340015595e-05,2.68382120586469e-05,"154/183/551/3630/4879",5
"BP","GO:0035150","regulation of tube size","5/18","147/18870",2.11587563947839e-07,5.04636340015595e-05,2.68382120586469e-05,"154/183/551/3630/4879",5
"BP","GO:0008217","regulation of blood pressure","5/18","187/18870",6.99074307540247e-07,0.000133383377878679,7.09376455230314e-05,"154/183/551/4879/5443",5
"BP","GO:0003073","regulation of systemic arterial blood pressure","4/18","95/18870",1.74745054249e-06,0.00027784463625591,0.000147766870435119,"154/183/551/4879",4
"BP","GO:0009081","branched-chain amino acid metabolic process","3/18","27/18870",2.10137486333672e-06,0.000286387374231889,0.000152310178064406,"3712/5095/5096",3
"BP","GO:0006520","amino acid metabolic process","5/18","291/18870",6.12452067965001e-06,0.000730349091048264,0.000388423548367277,"2937/3630/3712/5095/5096",5
"BP","GO:0055078","sodium ion homeostasis","3/18","46/18870",1.07826948008841e-05,0.00103660542119554,0.000551300687428282,"183/4879/6559",3
"BP","GO:0042311","vasodilation","3/18","47/18870",1.15110099539644e-05,0.00103660542119554,0.000551300687428282,"154/3630/4879",3
"BP","GO:0016042","lipid catabolic process","5/18","334/18870",1.19524734100115e-05,0.00103660542119554,0.000551300687428282,"3630/3712/5019/5095/5096",5
"BP","GO:0006631","fatty acid metabolic process","5/18","401/18870",2.88237099133843e-05,0.00229148493811405,0.00121868668230274,"551/3630/3712/5095/5096",5
"BP","GO:0042711","maternal behavior","2/18","10/18870",3.84989293607984e-05,0.00280402377267624,0.00149127160810984,"551/2908",2
"BP","GO:0035812","renal sodium excretion","2/18","11/18870",4.70276523719286e-05,0.00280402377267624,0.00149127160810984,"183/4879",2
"BP","GO:0044062","regulation of excretion","2/18","11/18870",4.70276523719286e-05,0.00280402377267624,0.00149127160810984,"183/4879",2
"BP","GO:0060746","parental behavior","2/18","11/18870",4.70276523719286e-05,0.00280402377267624,0.00149127160810984,"551/2908",2
"BP","GO:0042180","cellular ketone metabolic process","4/18","226/18870",5.3733031211905e-05,0.00301537128095043,0.001603673129668,"551/1586/3630/5019",4
"BP","GO:0019935","cyclic-nucleotide-mediated signaling","3/18","83/18870",6.38403849738689e-05,0.00338354040361505,0.00179947751797689,"3630/4879/5443",3
"BP","GO:0032147","activation of protein kinase activity","3/18","88/18870",7.60192331763004e-05,0.00357031691883507,0.00189881138130696,"154/183/3630",3
"BP","GO:0006814","sodium ion transport","4/18","248/18870",7.70812341775342e-05,0.00357031691883507,0.00189881138130696,"154/6559/6584/389015",4
"BP","GO:0031667","response to nutrient levels","5/18","495/18870",7.85918818611492e-05,0.00357031691883507,0.00189881138130696,"154/4780/5443/6559/6750",5
"BP","GO:0006704","glucocorticoid biosynthetic process","2/18","16/18870",0.000102316182399116,0.00390438552035028,0.00207647999647891,"1586/2908",2
"BP","GO:0006750","glutathione biosynthetic process","2/18","16/18870",0.000102316182399116,0.00390438552035028,0.00207647999647891,"2937/4780",2
"BP","GO:0046459","short-chain fatty acid metabolic process","2/18","16/18870",0.000102316182399116,0.00390438552035028,0.00207647999647891,"5095/5096",2
"BP","GO:2000846","regulation of corticosteroid hormone secretion","2/18","16/18870",0.000102316182399116,0.00390438552035028,0.00207647999647891,"183/5443",2
"BP","GO:0019184","nonribosomal peptide biosynthetic process","2/18","18/18870",0.000130305742284599,0.00467167475545178,0.00248454952237422,"2937/4780",2
"BP","GO:0009062","fatty acid catabolic process","3/18","106/18870",0.000132217210059956,0.00467167475545178,0.00248454952237422,"3712/5095/5096",3
"BP","GO:0035930","corticosteroid hormone secretion","2/18","19/18870",0.000145553538123305,0.00478820949550459,0.00254652651090501,"183/5443",2
"BP","GO:0097254","renal tubular secretion","2/18","19/18870",0.000145553538123305,0.00478820949550459,0.00254652651090501,"183/4879",2
"BP","GO:0019932","second-messenger-mediated signaling","4/18","310/18870",0.000182236784185892,0.00567461909523727,0.00301794814510026,"183/3630/4879/5443",4
"BP","GO:0003085","negative regulation of systemic arterial blood pressure","2/18","22/18870",0.000196291855495629,0.00567461909523727,0.00301794814510026,"154/4879",2
"BP","GO:0098801","regulation of renal system process","2/18","22/18870",0.000196291855495629,0.00567461909523727,0.00301794814510026,"183/4879",2
"BP","GO:2000831","regulation of steroid hormone secretion","2/18","22/18870",0.000196291855495629,0.00567461909523727,0.00301794814510026,"183/5443",2
"BP","GO:0003014","renal system process","3/18","126/18870",0.000220434602856404,0.0061851356213238,0.00328945754107699,"183/4879/6559",3
"BP","GO:0072329","monocarboxylic acid catabolic process","3/18","131/18870",0.00024722157626543,0.00673855382163488,0.00358378345142669,"3712/5095/5096",3
"BP","GO:0008211","glucocorticoid metabolic process","2/18","25/18870",0.00025449266430768,0.00674405560415351,0.00358670947942402,"1586/2908",2
"BP","GO:0007586","digestion","3/18","134/18870",0.000264262215356023,0.0068136798229634,0.00362373791754205,"6584/6750/389015",3
"BP","GO:0035929","steroid hormone secretion","2/18","27/18870",0.000297420096955758,0.00746680980252086,0.00397109381530956,"183/5443",2
"BP","GO:0007588","excretion","2/18","29/18870",0.000343635829427361,0.00827299746281856,0.00439985079673237,"183/4879",2
"BP","GO:2000377","regulation of reactive oxygen species metabolic process","3/18","147/18870",0.000346876203891764,0.00827299746281856,0.00439985079673237,"183/3630/4780",3
"BP","GO:0007263","nitric oxide mediated signal transduction","2/18","30/18870",0.000367973276865683,0.00835588766557846,0.00444393451926384,"183/3630",2
