"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0051952","regulation of amine transport","26/505","97/18870",3.32624967594348e-19,1.20882390622861e-15,7.92287648657817e-16,"18/135/477/551/1136/1137/1139/1268/1392/1812/1813/1814/1861/3351/3356/3688/3737/3952/4986/5071/5663/6529/7124/7200/8864/11255",26
"BP","GO:0015837","amine transport","27/505","108/18870",4.94204377035408e-19,1.20882390622861e-15,7.92287648657817e-16,"18/135/477/551/1136/1137/1139/1268/1392/1812/1813/1814/1861/3351/3356/3688/3737/3952/4986/5071/5663/6529/7124/7200/8864/11255/57153",27
"BP","GO:0023061","signal release","53/505","484/18870",2.16919217599055e-18,3.53722937498193e-15,2.31837170809376e-15,"18/116/135/183/1136/1137/1139/1143/1268/1392/1813/1814/2150/2641/3350/3351/3356/3458/3552/3553/3557/3569/3630/3737/3767/3952/4282/4843/4986/4988/5071/5443/5538/5566/5663/5743/5861/5978/6532/6854/6855/7124/7200/7779/8573/8864/9536/11255/28964/51248/51738/91942/112755",53
"BP","GO:0050804","modulation of chemical synaptic transmission","52/505","489/18870",1.65024442014183e-17,1.76284281489913e-14,1.15540285195652e-14,"43/135/348/351/477/590/627/1128/1136/1138/1139/1143/1268/1812/1813/1814/2892/2897/3351/3356/3553/3630/3688/4137/4204/4218/4803/4804/5071/5327/5566/5577/5621/5663/5743/6505/6529/6532/6547/6792/6855/7124/7779/8573/9456/9495/23085/25983/28964/51738/57142/112755",52
"BP","GO:0099177","regulation of trans-synaptic signaling","52/505","490/18870",1.80176084924277e-17,1.76284281489913e-14,1.15540285195652e-14,"43/135/348/351/477/590/627/1128/1136/1138/1139/1143/1268/1812/1813/1814/2892/2897/3351/3356/3553/3630/3688/4137/4204/4218/4803/4804/5071/5327/5566/5577/5621/5663/5743/6505/6529/6532/6547/6792/6855/7124/7779/8573/9456/9495/23085/25983/28964/51738/57142/112755",52
"BP","GO:0050890","cognition","41/505","317/18870",5.41105756388379e-17,4.41181560041992e-14,2.89159321747193e-14,"348/351/477/590/627/1128/1137/1139/1268/1392/1812/1813/1814/2353/2558/2925/3356/3630/3688/4137/4192/4204/4803/4986/5071/5538/5577/5621/5663/5743/6326/6505/6529/6532/6547/7124/7248/11255/28964/57468/152789",41
"BP","GO:0030534","adult behavior","28/505","145/18870",1.62931849082048e-16,1.13866086529911e-13,7.46301371885591e-14,"18/351/477/1136/1137/1138/1139/1143/1812/1813/1814/2566/3066/3356/3952/4204/4852/4986/4988/5071/5538/6323/6505/7200/7248/9456/26058/51738",28
"BP","GO:0015844","monoamine transport","22/505","89/18870",1.23605287429159e-15,7.55846332629308e-13,4.95396980933183e-13,"18/135/1137/1139/1268/1392/1812/1813/1814/1861/3350/3351/3356/3737/4204/4842/4986/5071/6530/6531/6532/11255",22
"BP","GO:0006836","neurotransmitter transport","31/505","207/18870",6.5769910734504e-15,3.57496003681326e-12,2.34310114733683e-12,"135/477/1103/1136/1143/1812/1813/1814/1861/3351/3688/4842/5071/5538/5663/6505/6529/6530/6531/6532/6854/6855/7779/8573/8864/11255/28964/51248/57030/57084/112755",31
"BP","GO:0035094","response to nicotine","17/505","51/18870",9.0539705180527e-15,4.42920237743138e-12,2.90298886294616e-12,"18/477/551/596/1136/1137/1138/1139/1143/1268/1813/2876/3066/3162/6531/7124/9456",17
