"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0090150","establishment of protein localization to membrane","25/329","280/18870",2.5600921301476e-11,4.86521918873344e-08,4.39118617292867e-08,"481/537/617/2040/2181/4218/5962/6728/6729/6731/7879/8546/9868/10890/23065/23787/26515/26519/26520/26521/51125/56850/64374/64689/90580",25
"BP","GO:0072594","establishment of protein localization to organelle","32/329","459/18870",2.87797645000499e-11,4.86521918873344e-08,4.39118617292867e-08,"617/1459/4927/4928/5898/6728/6729/6731/7879/8021/8546/9512/9648/9818/9868/10204/10531/10890/23203/23636/23649/23787/26515/26519/26520/26521/53371/55027/55823/80273/90580/131118",32
"BP","GO:0072655","establishment of protein localization to mitochondrion","17/329","124/18870",5.3814064635187e-11,6.06484508438557e-08,5.47392889043534e-08,"617/1459/5898/8546/9512/9868/10531/23203/23787/26515/26519/26520/26521/55823/80273/90580/131118",17
"BP","GO:0070585","protein localization to mitochondrion","17/329","131/18870",1.30724543908434e-10,1.10494920738604e-07,9.97290665238293e-08,"617/1459/5898/8546/9512/9868/10531/23203/23787/26515/26519/26520/26521/55823/80273/90580/131118",17
"BP","GO:0006605","protein targeting","25/329","339/18870",1.46779132000826e-09,9.92520490589583e-07,8.9581621825346e-07,"1459/2040/6728/6729/6731/7879/8546/9512/9648/9868/10531/10956/23203/23787/26515/26519/26520/26521/51125/53371/55823/64374/80273/90580/131118",25
"BP","GO:0006626","protein targeting to mitochondrion","14/329","106/18870",4.54147134343209e-09,2.55911910202398e-06,2.30977639028239e-06,"1459/9512/9868/10531/23203/23787/26515/26519/26520/26521/55823/80273/90580/131118",14
"BP","GO:0090151","establishment of protein localization to mitochondrial membrane","9/329","38/18870",1.39455824652374e-08,6.73571633070967e-06,6.07943512281553e-06,"617/8546/9868/23787/26515/26519/26520/26521/90580",9
"BP","GO:0045039","protein insertion into mitochondrial inner membrane","6/329","13/18870",4.15511100511021e-08,1.7560537885347e-05,1.58495615839664e-05,"9868/26515/26519/26520/26521/90580",6
"BP","GO:0006839","mitochondrial transport","16/329","190/18870",2.3609733405734e-07,8.86938984942074e-05,8.00521837932432e-05,"617/1459/4884/9512/9868/10531/23203/23787/26515/26519/26520/26521/55823/80273/90580/131118",16
"BP","GO:0007007","inner mitochondrial membrane organization","8/329","40/18870",3.71022738672826e-07,0.000125442787945282,0.000113220517832897,"9868/26515/26519/26520/26521/27069/55735/90580",8
"BP","GO:0006457","protein folding","17/329","223/18870",4.11740893480945e-07,0.000126554178259916,0.000114223622028829,"1861/6388/6902/7466/7841/9529/10283/10525/23071/53938/55768/56605/60681/64374/80273/131118/169714",17
"BP","GO:0036503","ERAD pathway","12/329","111/18870",5.44111811437211e-07,0.000153303502872434,0.000138366679066357,"1861/7466/7993/8975/10956/27248/51439/55757/55768/55829/80020/80267",12
"BP","GO:0061951","establishment of protein localization to plasma membrane","9/329","62/18870",1.20173451074297e-06,0.000312543413909384,0.000282091364100719,"537/2181/4218/5962/7879/10890/51125/56850/64689",9
"BP","GO:0051204","protein insertion into mitochondrial membrane","7/329","35/18870",2.03095781294756e-06,0.000490476311826835,0.000442687721784584,"9868/23787/26515/26519/26520/26521/90580",7
"BP","GO:0051028","mRNA transport","12/329","127/18870",2.31340698096351e-06,0.000521441933509176,0.000470636269320226,"4927/4928/5976/8021/8480/9818/9908/10204/23225/23636/26993/53371",12
"BP","GO:0007249","canonical NF-kappaB signal transduction","18/329","300/18870",5.8975039158671e-06,0.00124621629622167,0.00112479367448018,"387/2150/3162/4057/7088/8737/9188/9755/9978/23085/23476/23636/29110/54602/57153/79671/79753/286827",18
"BP","GO:0051205","protein insertion into membrane","9/329","77/18870",7.59954801049898e-06,0.00151141598961747,0.00136415415990319,"617/9868/23065/23787/26515/26519/26520/26521/90580",9
"BP","GO:0007006","mitochondrial membrane organization","11/329","120/18870",8.1973585674041e-06,0.00152518527410692,0.00137658186137267,"617/8546/9868/23787/26515/26519/26520/26521/27069/55735/90580",11
"BP","GO:0009100","glycoprotein metabolic process","20/329","370/18870",8.57099089264462e-06,0.00152518527410692,0.00137658186137267,"2801/5046/5861/7841/9653/23071/23333/23509/26574/29880/54480/55757/55768/79053/79070/79586/80267/90161/143888/440138",20
"BP","GO:0072659","protein localization to plasma membrane","17/329","290/18870",1.44890088334909e-05,0.00244936694330164,0.0022107177162258,"382/481/537/1173/2181/3688/4218/5318/5962/7879/9368/10890/25831/25921/51125/56850/64689",17
"BP","GO:1990778","protein localization to cell periphery","19/329","353/18870",1.5290006009236e-05,0.002461690967487,0.00222184097347244,"382/481/537/1173/2181/3688/4218/4884/5318/5962/7879/9368/10890/25831/25921/51125/51248/56850/64689",19
"BP","GO:0034976","response to endoplasmic reticulum stress","16/329","266/18870",1.88585354611139e-05,0.00289821401791027,0.00261583226324254,"1861/7466/7993/8614/8975/10525/10956/23071/27248/51439/55757/55768/55829/79956/80020/80267",16
"BP","GO:0007030","Golgi organization","12/329","157/18870",2.05525483670898e-05,0.00296172085560038,0.00267315143772023,"2801/2804/4218/5861/5862/9529/9648/9659/10142/50999/51361/64689",12
"BP","GO:0050657","nucleic acid transport","12/329","158/18870",2.18997401330995e-05,0.00296172085560038,0.00267315143772023,"4927/4928/5976/8021/8480/9818/9908/10204/23225/23636/26993/53371",12
"BP","GO:0050658","RNA transport","12/329","158/18870",2.18997401330995e-05,0.00296172085560038,0.00267315143772023,"4927/4928/5976/8021/8480/9818/9908/10204/23225/23636/26993/53371",12
"BP","GO:0051236","establishment of RNA localization","12/329","161/18870",2.64135688475507e-05,0.00343477985667573,0.00310011887000201,"4927/4928/5976/8021/8480/9818/9908/10204/23225/23636/26993/53371",12
"BP","GO:0031126","sno(s)RNA 3'-end processing","4/329","12/18870",4.02131762042621e-05,0.00468830168091759,0.00423150627281872,"23404/51010/51574/56915",4
"BP","GO:0034427","nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'","4/329","12/18870",4.02131762042621e-05,0.00468830168091759,0.00423150627281872,"11340/23404/51010/56915",4
"BP","GO:0043628","regulatory ncRNA 3'-end processing","4/329","12/18870",4.02131762042621e-05,0.00468830168091759,0.00423150627281872,"23404/51010/51574/56915",4
"BP","GO:0015931","nucleobase-containing compound transport","14/329","225/18870",4.32463565978383e-05,0.00487386438857637,0.00439898904481169,"4363/4927/4928/5976/8021/8480/8737/9818/9908/10204/23225/23636/26993/53371",14
"BP","GO:0043928","exonucleolytic catabolism of deadenylated mRNA","4/329","13/18870",5.72886851518891e-05,0.00607492238083412,0.00548302432542167,"11340/23404/51010/56915",4
"BP","GO:0016073","snRNA metabolic process","7/329","57/18870",5.74970470827246e-05,0.00607492238083412,0.00548302432542167,"11340/23404/51010/51574/56257/56915/92105",7
"BP","GO:0034453","microtubule anchoring","5/329","25/18870",6.2325902571866e-05,0.00638557201804481,0.00576340642921338,"9648/9857/11116/22981/51199",5
