"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0072655","establishment of protein localization to mitochondrion","17/379","124/18870",4.80747216971154e-10,1.00758585643058e-06,8.84841853190615e-07,"617/1459/5898/8546/9512/9868/10531/23203/23787/26515/26519/26520/26521/55823/80273/90580/131118",17
"BP","GO:0090150","establishment of protein localization to membrane","25/379","280/18870",5.15389184874975e-10,1.00758585643058e-06,8.84841853190615e-07,"481/537/617/2040/2181/4218/5962/6728/6729/6731/7879/8546/9868/10890/23065/23787/26515/26519/26520/26521/51125/56850/64374/64689/90580",25
"BP","GO:0072594","establishment of protein localization to organelle","32/379","459/18870",1.07299165668336e-09,1.12153611774291e-06,9.84910705633965e-07,"617/1459/4927/4928/5898/6728/6729/6731/7879/8021/8546/9512/9648/9818/9868/10204/10531/10890/23203/23636/23649/23787/26515/26519/26520/26521/53371/55027/55823/80273/90580/131118",32
"BP","GO:0070585","protein localization to mitochondrion","17/379","131/18870",1.14735152710272e-09,1.12153611774291e-06,9.84910705633965e-07,"617/1459/5898/8546/9512/9868/10531/23203/23787/26515/26519/26520/26521/55823/80273/90580/131118",17
"BP","GO:0006605","protein targeting","25/379","339/18870",2.53745584180837e-08,1.76875073649637e-05,1.55328170748449e-05,"1459/2040/6728/6729/6731/7879/8546/9512/9648/9868/10531/10956/23203/23787/26515/26519/26520/26521/51125/53371/55823/64374/80273/90580/131118",25
"BP","GO:0006626","protein targeting to mitochondrion","14/379","106/18870",2.71419550357499e-08,1.76875073649637e-05,1.55328170748449e-05,"1459/9512/9868/10531/23203/23787/26515/26519/26520/26521/55823/80273/90580/131118",14
"BP","GO:0090151","establishment of protein localization to mitochondrial membrane","9/379","38/18870",4.71387556333187e-08,2.63303620751823e-05,2.31228001317121e-05,"617/8546/9868/23787/26515/26519/26520/26521/90580",9
"BP","GO:0045039","protein insertion into mitochondrial inner membrane","6/379","13/18870",9.61342179861411e-08,4.69855990407265e-05,4.12618182987884e-05,"9868/26515/26519/26520/26521/90580",6
"BP","GO:0007007","inner mitochondrial membrane organization","8/379","40/18870",1.07846517724974e-06,0.000468533204782944,0.000411456538969434,"9868/26515/26519/26520/26521/27069/55735/90580",8
"BP","GO:0006839","mitochondrial transport","16/379","190/18870",1.53959379120852e-06,0.000601981172362531,0.000528647889149704,"617/1459/4884/9512/9868/10531/23203/23787/26515/26519/26520/26521/55823/80273/90580/131118",16
