"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0090150","establishment of protein localization to membrane","25/327","280/18870",2.24375372795039e-11,4.15980679788427e-08,3.75800251149859e-08,"481/537/617/2040/2181/4218/5962/6728/6729/6731/7879/8546/9868/10890/23065/23787/26515/26519/26520/26521/51125/56850/64374/64689/90580",25
"BP","GO:0072594","establishment of protein localization to organelle","32/327","459/18870",2.45199339692559e-11,4.15980679788427e-08,3.75800251149859e-08,"617/1459/4927/4928/5898/6728/6729/6731/7879/8021/8546/9512/9648/9818/9868/10204/10531/10890/23203/23636/23649/23787/26515/26519/26520/26521/53371/55027/55823/80273/90580/131118",32
"BP","GO:0072655","establishment of protein localization to mitochondrion","17/327","124/18870",4.89165710007264e-11,5.53246418018215e-08,4.99807209663562e-08,"617/1459/5898/8546/9512/9868/10531/23203/23787/26515/26519/26520/26521/55823/80273/90580/131118",17
"BP","GO:0070585","protein localization to mitochondrion","17/327","131/18870",1.18911700062267e-10,1.00866849577818e-07,9.11239133108744e-08,"617/1459/5898/8546/9512/9868/10531/23203/23787/26515/26519/26520/26521/55823/80273/90580/131118",17
"BP","GO:0006605","protein targeting","25/327","339/18870",1.29429015494923e-09,8.78305299148551e-07,7.93467985518352e-07,"1459/2040/6728/6729/6731/7879/8546/9512/9648/9868/10531/10956/23203/23787/26515/26519/26520/26521/51125/53371/55823/64374/80273/90580/131118",25
"BP","GO:0006626","protein targeting to mitochondrion","14/327","106/18870",4.20112417680747e-09,2.37573572198462e-06,2.14625852681813e-06,"1459/9512/9868/10531/23203/23787/26515/26519/26520/26521/55823/80273/90580/131118",14
"BP","GO:0090151","establishment of protein localization to mitochondrial membrane","9/327","38/18870",1.3228888269567e-08,6.41223112837728e-06,5.79286054751567e-06,"617/8546/9868/23787/26515/26519/26520/26521/90580",9
"BP","GO:0045039","protein insertion into mitochondrial inner membrane","6/327","13/18870",4.00729358610666e-08,1.69959339220749e-05,1.53542617404508e-05,"9868/26515/26519/26520/26521/90580",6
"BP","GO:0006839","mitochondrial transport","16/327","190/18870",2.17435927199836e-07,8.19733445543383e-05,7.40553707609267e-05,"617/1459/4884/9512/9868/10531/23203/23787/26515/26519/26520/26521/55823/80273/90580/131118",16
"BP","GO:0007007","inner mitochondrial membrane organization","8/327","40/18870",3.54248787005138e-07,0.00011660097764082,0.000105338249613001,"9868/26515/26519/26520/26521/27069/55735/90580",8
