"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0072594","establishment of protein localization to organelle","35/393","459/18870",3.97425211991904e-11,1.68309577278572e-07,1.27803581330028e-07,"617/1459/4321/4927/4928/5743/5898/6728/6729/6731/7040/7879/8021/8546/9512/9648/9818/9868/10204/10531/10890/23203/23636/23649/23787/26515/26519/26520/26521/53371/55027/55823/80273/90580/131118",35
"BP","GO:0072655","establishment of protein localization to mitochondrion","17/393","124/18870",8.36328275892032e-10,1.54195439849291e-06,1.17086203626318e-06,"617/1459/5898/8546/9512/9868/10531/23203/23787/26515/26519/26520/26521/55823/80273/90580/131118",17
"BP","GO:0090150","establishment of protein localization to membrane","25/393","280/18870",1.09229355265141e-09,1.54195439849291e-06,1.17086203626318e-06,"481/537/617/2040/2181/4218/5962/6728/6729/6731/7879/8546/9868/10890/23065/23787/26515/26519/26520/26521/51125/56850/64374/64689/90580",25
"BP","GO:0070585","protein localization to mitochondrion","17/393","131/18870",1.98612022773904e-09,2.1028047911187e-06,1.59673613045862e-06,"617/1459/5898/8546/9512/9868/10531/23203/23787/26515/26519/26520/26521/55823/80273/90580/131118",17
"BP","GO:0042060","wound healing","30/393","423/18870",5.68031103060189e-09,4.8112234429198e-06,3.65333688389237e-06,"387/462/949/1281/1861/1906/2147/2150/2153/2243/2677/2876/3162/3569/3688/3690/4321/4846/5327/5328/7040/7124/7450/8546/8761/10019/27243/60681/79001/196527",30
"BP","GO:0006626","protein targeting to mitochondrion","14/393","106/18870",4.26542571719254e-08,3.01067965205174e-05,2.28611852035495e-05,"1459/9512/9868/10531/23203/23787/26515/26519/26520/26521/55823/80273/90580/131118",14
"BP","GO:0006605","protein targeting","25/393","339/18870",5.15347830358782e-08,3.11785437367063e-05,2.36750018307681e-05,"1459/2040/6728/6729/6731/7879/8546/9512/9648/9868/10531/10956/23203/23787/26515/26519/26520/26521/51125/53371/55823/64374/80273/90580/131118",25
"BP","GO:0090151","establishment of protein localization to mitochondrial membrane","9/393","38/18870",6.42869701990072e-08,3.40319148490995e-05,2.58416702576272e-05,"617/8546/9868/23787/26515/26519/26520/26521/90580",9
"BP","GO:0045039","protein insertion into mitochondrial inner membrane","6/393","13/18870",1.1913861050115e-07,5.60613350524856e-05,4.25694099509957e-05,"9868/26515/26519/26520/26521/90580",6
"BP","GO:0030193","regulation of blood coagulation","11/393","68/18870",1.47078614023081e-07,6.22877930387746e-05,4.72973858779485e-05,"462/1906/2147/2150/2243/4846/5327/5328/10019/79001/196527",11
