"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0090150","establishment of protein localization to membrane","25/329","280/18870",2.5600921301476e-11,5.10409123408385e-08,4.55174696435e-08,"481/537/617/2040/2181/4218/5962/6728/6729/6731/7879/8546/9868/10890/23065/23787/26515/26519/26520/26521/51125/56850/64374/64689/90580",25
"BP","GO:0072594","establishment of protein localization to organelle","32/329","459/18870",2.87797645000499e-11,5.10409123408385e-08,4.55174696435e-08,"617/1459/4927/4928/5898/6728/6729/6731/7879/8021/8546/9512/9648/9818/9868/10204/10531/10890/23203/23636/23649/23787/26515/26519/26520/26521/53371/55027/55823/80273/90580/131118",32
"BP","GO:0072655","establishment of protein localization to mitochondrion","17/329","124/18870",5.3814064635187e-11,6.36261624203361e-08,5.67407944662235e-08,"617/1459/5898/8546/9512/9868/10531/23203/23787/26515/26519/26520/26521/55823/80273/90580/131118",17
"BP","GO:0070585","protein localization to mitochondrion","17/329","131/18870",1.30724543908434e-10,1.15919989310804e-07,1.03375593274959e-07,"617/1459/5898/8546/9512/9868/10531/23203/23787/26515/26519/26520/26521/55823/80273/90580/131118",17
"BP","GO:0006605","protein targeting","25/329","339/18870",1.46779132000826e-09,1.04125116241386e-06,9.28571140342065e-07,"1459/2040/6728/6729/6731/7879/8546/9512/9648/9868/10531/10956/23203/23787/26515/26519/26520/26521/51125/53371/55823/64374/80273/90580/131118",25
"BP","GO:0006626","protein targeting to mitochondrion","14/329","106/18870",4.54147134343209e-09,2.68476647585894e-06,2.39423182228306e-06,"1459/9512/9868/10531/23203/23787/26515/26519/26520/26521/55823/80273/90580/131118",14
"BP","GO:0090151","establishment of protein localization to mitochondrial membrane","9/329","38/18870",1.39455824652374e-08,7.06642585774245e-06,6.30172561023134e-06,"617/8546/9868/23787/26515/26519/26520/26521/90580",9
"BP","GO:0045039","protein insertion into mitochondrial inner membrane","6/329","13/18870",4.15511100511021e-08,1.84227234189074e-05,1.64290902241529e-05,"9868/26515/26519/26520/26521/90580",6
"BP","GO:0006839","mitochondrial transport","16/329","190/18870",2.3609733405734e-07,9.30485826557095e-05,8.29792384610886e-05,"617/1459/4884/9512/9868/10531/23203/23787/26515/26519/26520/26521/55823/80273/90580/131118",16
"BP","GO:0007007","inner mitochondrial membrane organization","8/329","40/18870",3.71022738672826e-07,0.000131601765407251,0.000117360350495983,"9868/26515/26519/26520/26521/27069/55735/90580",8
"BP","GO:0006457","protein folding","17/329","223/18870",4.11740893480945e-07,0.000132767722652447,0.000118400132527296,"1861/6388/6902/7466/7841/9529/10283/10525/23071/53938/55768/56605/60681/64374/80273/131118/169714",17
"BP","GO:0036503","ERAD pathway","12/329","111/18870",5.44111811437211e-07,0.000160830382930649,0.000143425964330598,"1861/7466/7993/8975/10956/27248/51439/55757/55768/55829/80020/80267",12
"BP","GO:0061951","establishment of protein localization to plasma membrane","9/329","62/18870",1.20173451074297e-06,0.00032788863920041,0.000292405846541104,"537/2181/4218/5962/7879/10890/51125/56850/64689",9
"BP","GO:0007249","canonical NF-kappaB signal transduction","19/329","300/18870",1.46436714557252e-06,0.000371007876096123,0.000330858892665069,"387/1906/2150/3162/3553/7088/8737/9188/9755/9978/23085/23476/23636/29110/54602/57153/79671/79753/286827",19
"BP","GO:0051204","protein insertion into mitochondrial membrane","7/329","35/18870",2.03095781294756e-06,0.000480253824168332,0.000428282682660169,"9868/23787/26515/26519/26520/26521/90580",7
