"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0008217","regulation of blood pressure","54/514","187/18870",3.11368194374478e-40,1.56151149478801e-36,9.01656739709672e-37,"153/183/185/186/367/387/476/477/490/551/796/1215/1636/1813/1889/1906/1908/1909/2150/2643/2702/2740/2784/2982/3291/3816/3952/4843/4846/4878/4879/4881/5443/5465/5468/5743/5972/6337/6338/6340/6647/6648/6869/7124/7168/7349/7369/8870/9370/27347/51752/59272/65125/65266",54
"BP","GO:0035296","regulation of tube diameter","47/514","146/18870",1.46045836642837e-37,2.44139956921275e-34,1.40972665475243e-34,"150/153/183/185/186/348/387/477/490/551/624/796/857/875/1401/1636/1889/1906/1908/1909/2150/2643/2702/2729/2876/2982/3357/3630/3779/3827/3952/4313/4846/4878/4879/4881/5743/5910/5997/6338/6647/6648/6649/6869/7124/7349/59272",47
"BP","GO:0097746","blood vessel diameter maintenance","47/514","146/18870",1.46045836642837e-37,2.44139956921275e-34,1.40972665475243e-34,"150/153/183/185/186/348/387/477/490/551/624/796/857/875/1401/1636/1889/1906/1908/1909/2150/2643/2702/2729/2876/2982/3357/3630/3779/3827/3952/4313/4846/4878/4879/4881/5743/5910/5997/6338/6647/6648/6649/6869/7124/7349/59272",47
"BP","GO:0035150","regulation of tube size","47/514","147/18870",2.09450894226478e-37,2.62599058636446e-34,1.51631423688695e-34,"150/153/183/185/186/348/387/477/490/551/624/796/857/875/1401/1636/1889/1906/1908/1909/2150/2643/2702/2729/2876/2982/3357/3630/3779/3827/3952/4313/4846/4878/4879/4881/5743/5910/5997/6338/6647/6648/6649/6869/7124/7349/59272",47
"BP","GO:0003018","vascular process in circulatory system","54/514","269/18870",2.30737196611824e-31,2.3142940820166e-28,1.33633269027185e-28,"150/153/183/185/186/348/387/477/490/551/624/796/857/875/948/1401/1636/1889/1906/1908/1909/2150/2643/2702/2729/2876/2982/3357/3579/3630/3779/3827/3952/3953/4313/4363/4846/4878/4879/4881/5743/5910/5997/6338/6558/6647/6648/6649/6869/7040/7124/7349/9368/59272",54
"BP","GO:0003073","regulation of systemic arterial blood pressure","29/514","95/18870",7.74854883313771e-23,6.4764953996976e-20,3.73969435788804e-20,"153/183/185/186/367/387/551/796/1215/1636/1813/1889/1906/1908/2150/2702/3291/3816/4846/4878/4879/5972/6648/6869/7124/7168/8870/59272/65125",29
"BP","GO:0072593","reactive oxygen species metabolic process","42/514","234/18870",1.35795793221555e-22,9.72879861437284e-20,5.61765755116538e-20,"183/185/387/596/847/875/948/1401/1490/1535/1536/1543/1906/2150/2643/2876/2950/3091/3240/3630/3952/4843/4846/5465/5580/6647/6648/6649/7040/7099/7124/7157/7351/8737/8870/10193/10516/23408/26574/50507/59272/653361",42
"BP","GO:0042311","vasodilation","22/514","47/18870",1.89793636563746e-22,1.18976885920898e-19,6.87003018666926e-20,"150/153/186/348/624/796/2150/2643/2702/2876/2982/3630/3779/3827/4846/4878/4879/5997/6647/6648/7124/7349",22
"BP","GO:1903522","regulation of blood circulation","43/514","258/18870",8.62471401026386e-22,4.80588230683036e-19,2.77503956049542e-19,"150/153/156/183/185/186/387/476/477/481/490/492/551/624/775/781/857/1636/1813/1889/1906/1908/1909/2643/2697/2702/2740/3952/4313/4846/4878/5318/5566/5743/5997/6869/7054/7124/7168/7349/10052/10142/59272",43
"BP","GO:0043434","response to peptide hormone","52/514","430/18870",1.26778738062502e-19,6.35795371383449e-17,3.67124535168362e-17,"183/185/186/301/490/847/857/1277/1281/1395/1536/1906/1909/2200/2353/2475/2641/2729/2740/2932/3291/3416/3553/3630/3636/3952/4218/5443/5465/5468/5566/5580/5743/5770/5910/5970/6198/6337/6338/6340/6794/6938/7054/7076/7351/8614/9370/9518/10890/22937/51083/55829",52
