"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0035296","regulation of tube diameter","29/460","146/18870",1.68770556278216e-18,3.23249496786772e-15,2.13737156528839e-15,"146/152/153/155/183/185/387/551/554/1401/1636/1906/1909/1910/2150/2876/3357/3630/4846/4878/4879/4881/5743/5910/6647/6648/6649/7124/9475",29
"BP","GO:0097746","blood vessel diameter maintenance","29/460","146/18870",1.68770556278216e-18,3.23249496786772e-15,2.13737156528839e-15,"146/152/153/155/183/185/387/551/554/1401/1636/1906/1909/1910/2150/2876/3357/3630/4846/4878/4879/4881/5743/5910/6647/6648/6649/7124/9475",29
"BP","GO:0035150","regulation of tube size","29/460","147/18870",2.05585857612957e-18,3.23249496786772e-15,2.13737156528839e-15,"146/152/153/155/183/185/387/551/554/1401/1636/1906/1909/1910/2150/2876/3357/3630/4846/4878/4879/4881/5743/5910/6647/6648/6649/7124/9475",29
"BP","GO:0008217","regulation of blood pressure","29/460","187/18870",1.75859341528589e-15,2.07382128497588e-12,1.37124007618213e-12,"153/155/183/185/387/551/554/1636/1906/1909/1910/2150/4624/4843/4846/4878/4879/4881/5443/5468/5742/5743/5972/6647/6648/7124/8862/9370/27035",29
"BP","GO:1903522","regulation of blood circulation","32/460","258/18870",4.00370775617781e-14,3.77709789717815e-11,2.49747075401155e-11,"146/152/153/156/183/185/387/478/481/487/488/551/554/1636/1906/1909/1910/4624/4625/4846/4878/5294/5318/5566/5743/6548/7124/7139/8862/10142/10345/51738",32
"BP","GO:0003018","vascular process in circulatory system","32/460","269/18870",1.29640005218544e-13,1.01918650769312e-10,6.73900588530782e-11,"146/152/153/155/183/185/387/551/554/1401/1636/1906/1909/1910/2150/2876/3357/3630/4363/4846/4878/4879/4881/5743/5910/6647/6648/6649/7124/7422/9368/9475",32
"BP","GO:0072593","reactive oxygen species metabolic process","29/460","234/18870",6.5982181513216e-13,4.44625643139771e-10,2.9399278770475e-10,"183/185/387/847/1401/1490/1536/1906/2150/2876/3091/3630/4780/4843/4846/5879/6647/6648/6649/7124/7350/7498/8737/10193/10516/23408/26574/27035/50507",29
"BP","GO:0003044","regulation of systemic arterial blood pressure mediated by a chemical signal","14/460","47/18870",3.52411821858004e-12,2.07790820463026e-09,1.37394240548061e-09,"153/155/183/185/387/554/1636/1906/1910/2150/4846/5972/6648/27035",14
"BP","GO:0003073","regulation of systemic arterial blood pressure","18/460","95/18870",1.31256292648664e-11,6.23862848131982e-09,4.12506972320736e-09,"153/155/183/185/387/551/554/1636/1906/1910/2150/4846/4878/4879/5972/6648/7124/27035",18
"BP","GO:0007249","canonical NF-kappaB signal transduction","31/460","300/18870",1.32258394770401e-11,6.23862848131982e-09,4.12506972320736e-09,"387/554/1906/1909/1910/2150/3162/3315/3357/3553/5170/7088/7097/7124/7132/8737/9188/9370/9475/9755/9978/23085/23411/23476/23636/29110/54602/57153/79671/79753/286827",31
"BP","GO:0070482","response to oxygen levels","33/460","343/18870",1.98875784192867e-11,8.52815521852503e-09,5.63893730682741e-09,"523/537/847/1536/1636/1906/1909/3066/3091/3162/4780/4843/5105/5327/5352/5468/5743/6422/6548/6648/6649/6659/7097/7124/7422/8614/9370/9475/10525/22937/23411/26355/27035",33
"BP","GO:0003015","heart process","28/460","255/18870",3.15288339424239e-11,1.21018976662941e-08,8.00194655060183e-09,"153/156/183/478/481/487/488/1636/1906/1909/1910/2876/4624/4625/4846/4878/5294/5318/5566/5910/6548/6647/7124/7139/8862/10142/10345/50507",28
"BP","GO:0003012","muscle system process","38/460","452/18870",3.33526965575203e-11,1.21018976662941e-08,8.00194655060183e-09,"152/156/183/387/481/487/488/1906/1909/1910/2628/2660/3066/3162/3357/3553/4624/4625/4846/4878/5294/5318/5468/5566/5743/5910/6548/6647/7124/7132/7139/9464/9475/9868/10142/10345/51738/57057",38
"BP","GO:0046209","nitric oxide metabolic process","16/460","78/18870",5.1587325156686e-11,1.73812437688634e-08,1.14927251458091e-08,"1727/1906/2717/3458/3553/4843/4846/5743/5879/6648/7097/7124/9475/55829/64757/80777",16
"BP","GO:2001057","reactive nitrogen species metabolic process","16/460","79/18870",6.32582054413618e-11,1.98925970044602e-08,1.31532675594916e-08,"1727/1906/2717/3458/3553/4843/4846/5743/5879/6648/7097/7124/9475/55829/64757/80777",16
"BP","GO:0043434","response to peptide hormone","36/460","430/18870",1.26185323009262e-10,3.72010105396679e-08,2.45978363208185e-08,"183/185/847/1536/1906/1909/1910/2200/2641/2660/2932/3416/3553/3630/4218/4780/5105/5170/5443/5468/5566/5743/5910/6548/6938/7097/8614/9370/9475/9518/10890/22937/23411/51738/55829/56729",36
"BP","GO:0001666","response to hypoxia","29/460","298/18870",2.59668929188298e-10,7.2050490528306e-08,4.76408072560327e-08,"847/1536/1636/1906/1909/3091/3162/4780/4843/5105/5327/5352/5468/5743/6422/6548/6648/6649/6659/7097/7124/7422/8614/9370/9475/10525/22937/23411/26355",29
"BP","GO:0060047","heart contraction","26/460","243/18870",2.86421957765094e-10,7.50584652654415e-08,4.96297228571914e-08,"153/156/183/478/481/487/488/1636/1906/1909/1910/2876/4624/4625/4846/4878/5294/5318/5566/6548/6647/7124/7139/8862/10142/10345",26
"BP","GO:0090257","regulation of muscle system process","26/460","247/18870",4.09640957814072e-10,1.01698757789946e-07,6.72446624932462e-08,"152/156/183/387/481/487/488/1906/2660/4625/4846/4878/5294/5318/5468/5566/5743/6548/6647/7132/7139/9464/9475/9868/10142/51738",26
"BP","GO:0050886","endocrine process","16/460","92/18870",6.91559045114059e-10,1.63104200790151e-07,1.07846813193313e-07,"183/185/387/554/1636/1906/1910/2150/3553/4846/5443/5468/5972/27035/51738/56729",16
"BP","GO:0042311","vasodilation","12/460","47/18870",9.2063505819109e-10,2.05329930903359e-07,1.35767065433349e-07,"153/155/1910/2150/2876/3630/4846/4878/4879/6647/6648/7124",12
"BP","GO:0036293","response to decreased oxygen levels","29/460","315/18870",9.57654967113400e-10,2.05329930903359e-07,1.35767065433349e-07,"847/1536/1636/1906/1909/3091/3162/4780/4843/5105/5327/5352/5468/5743/6422/6548/6648/6649/6659/7097/7124/7422/8614/9370/9475/10525/22937/23411/26355",29
"BP","GO:0001990","regulation of systemic arterial blood pressure by hormone","11/460","38/18870",1.06610993969944e-09,2.18645242850534e-07,1.44571338733614e-07,"183/185/387/554/1636/1906/1910/2150/4846/5972/27035",11
"BP","GO:0042310","vasoconstriction","15/460","83/18870",1.3563949482048e-09,2.66588123778418e-07,1.76271852260123e-07,"146/152/183/185/387/551/554/1401/1636/1906/1909/1910/3357/5743/5910",15
"BP","GO:0008016","regulation of heart contraction","23/460","208/18870",1.6281931673115e-09,3.07207486808335e-07,2.03129951778694e-07,"153/156/183/478/481/487/488/1906/1909/1910/4624/4625/4846/4878/5294/5318/5566/6548/7124/7139/8862/10142/10345",23
