"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0072655","establishment of protein localization to mitochondrion","18/338","124/18870",8.43135169245843e-12,2.20342406323318e-08,1.95352316483554e-08,"617/1459/1649/5898/8546/9512/9868/10531/23203/23787/26515/26519/26520/26521/55823/80273/90580/131118",18
"BP","GO:0072594","establishment of protein localization to organelle","33/338","459/18870",1.26162271012493e-11,2.20342406323318e-08,1.95352316483554e-08,"617/1459/1649/4927/4928/5898/6728/6729/6731/7879/8021/8546/9512/9648/9818/9868/10204/10531/10890/23203/23636/23649/23787/26515/26519/26520/26521/53371/55027/55823/80273/90580/131118",33
"BP","GO:0070585","protein localization to mitochondrion","18/338","131/18870",2.17501497087606e-11,2.53244243109003e-08,2.24522598046223e-08,"617/1459/1649/5898/8546/9512/9868/10531/23203/23787/26515/26519/26520/26521/55823/80273/90580/131118",18
"BP","GO:0090150","establishment of protein localization to membrane","25/338","280/18870",4.57858479466967e-11,3.99824917194529e-08,3.54478854366267e-08,"481/537/617/2040/2181/4218/5962/6728/6729/6731/7879/8546/9868/10890/23065/23787/26515/26519/26520/26521/51125/56850/64374/64689/90580",25
"BP","GO:0006605","protein targeting","25/338","339/18870",2.55403497329102e-09,1.78424883234111e-06,1.58188860872046e-06,"1459/2040/6728/6729/6731/7879/8546/9512/9648/9868/10531/10956/23203/23787/26515/26519/26520/26521/51125/53371/55823/64374/80273/90580/131118",25
"BP","GO:0006626","protein targeting to mitochondrion","14/338","106/18870",6.40589461678712e-09,3.7292983160729e-06,3.30634069519083e-06,"1459/9512/9868/10531/23203/23787/26515/26519/26520/26521/55823/80273/90580/131118",14
"BP","GO:0090151","establishment of protein localization to mitochondrial membrane","9/338","38/18870",1.76091829361561e-08,8.7869822851419e-06,7.79040845085282e-06,"617/8546/9868/23787/26515/26519/26520/26521/90580",9
"BP","GO:0045039","protein insertion into mitochondrial inner membrane","6/338","13/18870",4.87731517973288e-08,2.12955774035087e-05,1.88803437615449e-05,"9868/26515/26519/26520/26521/90580",6
"BP","GO:0006839","mitochondrial transport","17/338","190/18870",6.01210320797843e-08,2.33336405616318e-05,2.06872603951726e-05,"617/1459/4884/9512/9868/10105/10531/23203/23787/26515/26519/26520/26521/55823/80273/90580/131118",17
"BP","GO:0006457","protein folding","18/338","223/18870",1.18550501319608e-07,4.14096901109391e-05,3.67132184086618e-05,"1861/6388/6902/7466/7841/9529/10105/10283/10525/23071/53938/55768/56605/60681/64374/80273/131118/169714",18
