"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0090150","establishment of protein localization to membrane","25/327","280/18870",2.24375372795039e-11,4.12793088372423e-08,3.73864466889128e-08,"481/537/617/2040/2181/4218/5962/6728/6729/6731/7879/8546/9868/10890/23065/23787/26515/26519/26520/26521/51125/56850/64374/64689/90580",25
"BP","GO:0072594","establishment of protein localization to organelle","32/327","459/18870",2.45199339692559e-11,4.12793088372423e-08,3.73864466889128e-08,"617/1459/4927/4928/5898/6728/6729/6731/7879/8021/8546/9512/9648/9818/9868/10204/10531/10890/23203/23636/23649/23787/26515/26519/26520/26521/53371/55027/55823/80273/90580/131118",32
"BP","GO:0072655","establishment of protein localization to mitochondrion","17/327","124/18870",4.89165710007264e-11,5.49006981864819e-08,4.97232653295103e-08,"617/1459/5898/8546/9512/9868/10531/23203/23787/26515/26519/26520/26521/55823/80273/90580/131118",17
"BP","GO:0070585","protein localization to mitochondrion","17/327","131/18870",1.18911700062267e-10,1.00093923527414e-07,9.06545250211549e-08,"617/1459/5898/8546/9512/9868/10531/23203/23787/26515/26519/26520/26521/55823/80273/90580/131118",17
"BP","GO:0006605","protein targeting","25/327","339/18870",1.29429015494923e-09,8.71574990342815e-07,7.89380753450091e-07,"1459/2040/6728/6729/6731/7879/8546/9512/9648/9868/10531/10956/23203/23787/26515/26519/26520/26521/51125/53371/55823/64374/80273/90580/131118",25
"BP","GO:0006626","protein targeting to mitochondrion","14/327","106/18870",4.20112417680747e-09,2.35753085055179e-06,2.13520293687916e-06,"1459/9512/9868/10531/23203/23787/26515/26519/26520/26521/55823/80273/90580/131118",14
"BP","GO:0090151","establishment of protein localization to mitochondrial membrane","9/327","38/18870",1.3228888269567e-08,6.36309525766174e-06,5.76302094991514e-06,"617/8546/9868/23787/26515/26519/26520/26521/90580",9
"BP","GO:0045039","protein insertion into mitochondrial inner membrane","6/327","13/18870",4.00729358610666e-08,1.68656968805264e-05,1.52751704196724e-05,"9868/26515/26519/26520/26521/90580",6
"BP","GO:0006839","mitochondrial transport","16/327","190/18870",2.17435927199836e-07,8.13451963202055e-05,7.36739042219797e-05,"617/1459/4884/9512/9868/10531/23203/23787/26515/26519/26520/26521/55823/80273/90580/131118",16
"BP","GO:0007007","inner mitochondrial membrane organization","8/327","40/18870",3.54248787005138e-07,0.000115707483559281,0.000104795641871176,"9868/26515/26519/26520/26521/27069/55735/90580",8
"BP","GO:0006457","protein folding","17/327","223/18870",3.78016726804898e-07,0.000115707483559281,0.000104795641871176,"1861/6388/6902/7466/7841/9529/10283/10525/23071/53938/55768/56605/60681/64374/80273/131118/169714",17
"BP","GO:0036503","ERAD pathway","12/327","111/18870",5.10042404666563e-07,0.000143109398042693,0.000129613407571845,"1861/7466/7993/8975/10956/27248/51439/55757/55768/55829/80020/80267",12
"BP","GO:0061951","establishment of protein localization to plasma membrane","9/327","62/18870",1.14259765062908e-06,0.000295932791512933,0.000268024728248782,"537/2181/4218/5962/7879/10890/51125/56850/64689",9
"BP","GO:0051204","protein insertion into mitochondrial membrane","7/327","35/18870",1.95042926612477e-06,0.000469078238503008,0.000424841622854396,"9868/23787/26515/26519/26520/26521/90580",7
"BP","GO:0051028","mRNA transport","12/327","127/18870",2.17194188138468e-06,0.000487528554308147,0.000441551974061152,"4927/4928/5976/8021/8480/9818/9908/10204/23225/23636/26993/53371",12
"BP","GO:0051205","protein insertion into membrane","9/327","77/18870",7.23589566065444e-06,0.00146527820377374,0.00132709454186376,"617/9868/23065/23787/26515/26519/26520/26521/90580",9
"BP","GO:0007006","mitochondrial membrane organization","11/327","120/18870",7.73951230862009e-06,0.00146527820377374,0.00132709454186376,"617/8546/9868/23787/26515/26519/26520/26521/27069/55735/90580",11
"BP","GO:0009100","glycoprotein metabolic process","20/327","370/18870",7.8333851107595e-06,0.00146527820377374,0.00132709454186376,"2801/5046/5861/7841/9653/23071/23333/23509/26574/29880/54480/55757/55768/79053/79070/79586/80267/90161/143888/440138",20
"BP","GO:0072659","protein localization to plasma membrane","17/327","290/18870",1.33914004157907e-05,0.00236366603593647,0.00214075954109014,"382/481/537/1173/2181/3688/4218/5318/5962/7879/9368/10890/25831/25921/51125/56850/64689",17
"BP","GO:1990778","protein localization to cell periphery","19/327","353/18870",1.40401902936529e-05,0.00236366603593647,0.00214075954109014,"382/481/537/1173/2181/3688/4218/4884/5318/5962/7879/9368/10890/25831/25921/51125/51248/56850/64689",19
"BP","GO:0034976","response to endoplasmic reticulum stress","16/327","266/18870",1.74994864009942e-05,0.00279091617566918,0.00252771768118225,"1861/7466/7993/8614/8975/10525/10956/23071/27248/51439/55757/55768/55829/79956/80020/80267",16
"BP","GO:0007030","Golgi organization","12/327","157/18870",1.93520230563911e-05,0.00279091617566918,0.00252771768118225,"2801/2804/4218/5861/5862/9529/9648/9659/10142/50999/51361/64689",12
"BP","GO:0050657","nucleic acid transport","12/327","158/18870",2.06225157994478e-05,0.00279091617566918,0.00252771768118225,"4927/4928/5976/8021/8480/9818/9908/10204/23225/23636/26993/53371",12
"BP","GO:0050658","RNA transport","12/327","158/18870",2.06225157994478e-05,0.00279091617566918,0.00252771768118225,"4927/4928/5976/8021/8480/9818/9908/10204/23225/23636/26993/53371",12
"BP","GO:0007249","canonical NF-kappaB signal transduction","17/327","300/18870",2.0722573326917e-05,0.00279091617566918,0.00252771768118225,"387/2150/3162/7088/8737/9188/9755/9978/23085/23476/23636/29110/54602/57153/79671/79753/286827",17
"BP","GO:0051236","establishment of RNA localization","12/327","161/18870",2.48803033921195e-05,0.00322199928927947,0.00291814732497855,"4927/4928/5976/8021/8480/9818/9908/10204/23225/23636/26993/53371",12
"BP","GO:0031126","sno(s)RNA 3'-end processing","4/327","12/18870",3.92667150358795e-05,0.0045429116429813,0.00411449049746513,"23404/51010/51574/56915",4
"BP","GO:0034427","nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'","4/327","12/18870",3.92667150358795e-05,0.0045429116429813,0.00411449049746513,"11340/23404/51010/56915",4
"BP","GO:0043628","regulatory ncRNA 3'-end processing","4/327","12/18870",3.92667150358795e-05,0.0045429116429813,0.00411449049746513,"23404/51010/51574/56915",4
