"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0034599","cellular response to oxidative stress","32/433","255/18870",5.30556271522564e-15,2.41615326051376e-11,1.7396660903082e-11,"142/199/1728/1906/2876/2936/3066/3082/3162/3303/3569/4137/4217/4363/4929/5071/5580/6622/6647/6648/7226/8575/8737/10516/10891/11315/23400/27429/55829/65018/79956/120892",32
"BP","GO:0070585","protein localization to mitochondrion","23/433","131/18870",2.80937647613026e-14,6.3969502361486e-11,4.60589880165566e-11,"617/1459/4137/5071/5898/8546/9512/9868/10059/10531/23203/23787/26515/26519/26520/26521/27429/55823/65018/80273/90580/120892/131118",23
"BP","GO:0062197","cellular response to chemical stress","34/433","317/18870",7.95967716350782e-14,9.37218227562734e-11,6.74810988340595e-11,"142/199/1728/1906/2203/2876/2936/3066/3082/3162/3303/3569/4137/4217/4363/4929/5071/5580/6622/6647/6648/7226/8575/8737/9978/10516/10891/11315/23400/27429/55829/65018/79956/120892",34
"BP","GO:0072655","establishment of protein localization to mitochondrion","22/433","124/18870",8.23204415953213e-14,9.37218227562734e-11,6.74810988340595e-11,"617/1459/4137/5071/5898/8546/9512/9868/10531/23203/23787/26515/26519/26520/26521/27429/55823/65018/80273/90580/120892/131118",22
"BP","GO:0042417","dopamine metabolic process","14/433","41/18870",1.82525360037005e-13,1.66244097921704e-10,1.19698209792689e-10,"1312/1644/1812/1813/4128/4129/4929/5071/6531/6622/7054/9627/11315/55737",14
"BP","GO:0072594","establishment of protein localization to organelle","40/433","459/18870",4.64303715812622e-13,3.5240652030178e-10,2.53737907851985e-10,"617/1459/1812/4137/4927/4928/5071/5580/5898/6469/6728/6729/6731/7879/8021/8546/9512/9648/9818/9868/10204/10531/10890/23203/23636/23649/23787/26515/26519/26520/26521/27429/53371/55027/55823/65018/80273/90580/120892/131118",40
"BP","GO:0006979","response to oxidative stress","37/433","400/18870",6.0735994761071e-13,3.95131028774167e-10,2.84500185986069e-10,"142/199/1728/1861/1906/2876/2936/2950/3066/3082/3162/3303/3569/4137/4217/4363/4929/5071/5580/6622/6647/6648/7226/8575/8614/8737/8754/10516/10891/11315/23400/27429/55829/65018/79956/80777/120892",37
"BP","GO:0072593","reactive oxygen species metabolic process","28/433","234/18870",9.19822721295598e-13,5.23609084097519e-10,3.77006286425762e-10,"387/683/1728/1906/2150/2876/2950/3047/3630/4129/4137/4843/5071/5580/6571/6622/6647/6648/7124/8737/10193/10516/11315/23408/26574/54541/65018/120892",28
"BP","GO:0051402","neuron apoptotic process","29/433","278/18870",1.13560952125231e-11,5.74618417753668e-09,4.13733761251572e-09,"142/387/627/1728/2629/2668/2876/4099/4217/4803/4929/5071/5538/6622/6647/6648/7124/7466/8737/10280/10525/10891/11113/11315/23400/26355/27429/65018/374946",29
"BP","GO:2000377","regulation of reactive oxygen species metabolic process","21/433","147/18870",2.32108674120125e-11,1.00641547297195e-08,7.24634028686779e-09,"387/683/2150/2950/3630/4137/5071/5580/6571/6622/6647/6648/7124/8737/10193/10516/11315/23408/26574/65018/120892",21
"BP","GO:0006584","catecholamine metabolic process","14/433","57/18870",2.85163777847101e-11,1.00641547297195e-08,7.24634028686779e-09,"1312/1644/1812/1813/4128/4129/4929/5071/6531/6622/7054/9627/11315/55737",14
"BP","GO:0009712","catechol-containing compound metabolic process","14/433","57/18870",2.85163777847101e-11,1.00641547297195e-08,7.24634028686779e-09,"1312/1644/1812/1813/4128/4129/4929/5071/6531/6622/7054/9627/11315/55737",14
"BP","GO:0051583","dopamine uptake involved in synaptic transmission","8/433","12/18870",3.29302686682434e-11,1.00641547297195e-08,7.24634028686779e-09,"1812/1813/1861/2668/5071/6531/6622/11315",8
"BP","GO:0051934","catecholamine uptake involved in synaptic transmission","8/433","12/18870",3.29302686682434e-11,1.00641547297195e-08,7.24634028686779e-09,"1812/1813/1861/2668/5071/6531/6622/11315",8
"BP","GO:0006626","protein targeting to mitochondrion","18/433","106/18870",3.31493897553342e-11,1.00641547297195e-08,7.24634028686779e-09,"1459/5071/9512/9868/10531/23203/23787/26515/26519/26520/26521/27429/55823/65018/80273/90580/120892/131118",18
"BP","GO:0042176","regulation of protein catabolic process","32/433","364/18870",8.86706780176283e-11,2.52378917307674e-08,1.81716553963758e-08,"1728/2629/2670/2876/3077/3303/3416/3630/4843/5071/5566/5962/6469/6622/6923/7124/7466/7879/8754/8975/9529/9978/10193/11315/23077/23400/25831/55737/55823/65018/79699/120892",32
"BP","GO:0051580","regulation of neurotransmitter uptake","9/433","19/18870",1.22402977243485e-10,3.27895975509899e-08,2.36089953011427e-08,"1812/1813/1861/2668/2670/3688/4842/5071/6622",9
"BP","GO:0043523","regulation of neuron apoptotic process","25/433","232/18870",1.54110881897988e-10,3.89900531201909e-08,2.80734150358031e-08,"142/387/627/1728/2629/2668/4099/4803/4929/5071/5538/6622/6647/6648/7124/7466/8737/10280/10525/10891/11315/23400/27429/65018/374946",25
"BP","GO:0098810","neurotransmitter reuptake","11/433","35/18870",2.08032327324233e-10,4.98620641386608e-08,3.59014238013842e-08,"1812/1813/1861/2668/3688/4842/5071/6531/6571/6622/11315",11
"BP","GO:0001504","neurotransmitter uptake","12/433","45/18870",2.65502441526629e-10,6.04549059356135e-08,4.35284265976553e-08,"1812/1813/1861/2668/2670/3688/4842/5071/6531/6571/6622/11315",12
"BP","GO:0009636","response to toxic substance","26/433","258/18870",2.89636449910847e-10,6.28097329949522e-08,4.52239369159041e-08,"216/1644/1728/1813/2671/2876/2936/2944/2950/3047/4129/5071/5243/5444/6571/6647/6648/7054/7124/10516/11315/27429/55532/55829/64757/65018",26
"BP","GO:0010821","regulation of mitochondrion organization","20/433","152/18870",3.15913760604189e-10,6.53941484450672e-08,4.70847542718684e-08,"1459/2876/3082/3303/4137/5071/5898/5910/10059/10193/10463/10891/11315/23400/26355/27069/27429/55737/65018/120892",20
"BP","GO:0001963","synaptic transmission, dopaminergic","10/433","28/18870",3.31057277629995e-10,6.5549340970739e-08,4.71964951861526e-08,"1812/1813/1861/2668/5071/6531/6622/7054/11315/65018",10
"BP","GO:2001234","negative regulation of apoptotic signaling pathway","25/433","243/18870",4.14308224978372e-10,7.8614985689646e-08,5.66039526670012e-08,"627/1459/2244/2668/2876/2950/3082/3162/3303/3630/4929/5071/6648/7124/7466/8737/9529/10525/11315/26574/27069/27429/55829/65018/120892",25
"BP","GO:0006839","mitochondrial transport","22/433","190/18870",5.00525728061542e-10,9.11757666236905e-08,6.5647900754177e-08,"617/1459/3303/4884/5071/9512/9868/10531/23203/23787/26515/26519/26520/26521/27429/55737/55823/65018/80273/90580/120892/131118",22
"BP","GO:0006605","protein targeting","29/433","339/18870",1.30954952122556e-09,2.29372635371585e-07,1.65151690632293e-07,"1459/2040/5071/6728/6729/6731/7879/8546/9512/9648/9868/10531/10956/23203/23787/26515/26519/26520/26521/27429/51125/53371/55823/64374/65018/80273/90580/120892/131118",29
"BP","GO:0090494","dopamine uptake","8/433","17/18870",1.46183456384843e-09,2.46562763102436e-07,1.77528836896213e-07,"1812/1813/1861/2668/5071/6531/6622/11315",8
"BP","GO:0090150","establishment of protein localization to membrane","26/433","280/18870",1.69900836478525e-09,2.76331574758287e-07,1.98962821665642e-07,"481/537/617/2040/2181/4218/5962/6728/6729/6731/7879/8546/9868/10890/23065/23787/26515/26519/26520/26521/51125/55737/56850/64374/64689/90580",26
"BP","GO:0042416","dopamine biosynthetic process","7/433","12/18870",2.28947367405724e-09,3.59526314195057e-07,2.58864264779974e-07,"1644/4929/6531/6622/7054/11315/55737",7
"BP","GO:0009895","negative regulation of catabolic process","29/433","349/18870",2.55544831806382e-09,3.78819561776217e-07,2.72755688448077e-07,"1459/1728/2203/2668/2801/3077/3082/3162/3630/4843/5566/6469/6622/7124/7812/9529/10193/11315/23077/23185/23367/23400/26986/54541/55737/64784/65018/120892/154791",29
"BP","GO:0090493","catecholamine uptake","8/433","18/18870",2.57870145258295e-09,3.78819561776217e-07,2.72755688448077e-07,"1812/1813/1861/2668/5071/6531/6622/11315",8
"BP","GO:2001233","regulation of apoptotic signaling pathway","31/433","398/18870",3.386247385357e-09,4.81905331028617e-07,3.46978967282469e-07,"142/627/1459/2244/2668/2876/2950/3082/3162/3303/3630/4929/5071/5580/6647/6648/7124/7466/8575/8737/9368/9529/10059/10525/11315/26574/27069/27429/55829/65018/120892",31
"BP","GO:0032386","regulation of intracellular transport","28/433","336/18870",4.54514272910346e-09,6.27229696616278e-07,4.51614660323997e-07,"1459/2040/4133/5071/5116/5566/5580/5962/6469/7905/8021/9648/9818/9868/10956/11315/23317/23400/26993/27248/27429/53371/55737/55823/56850/65018/92840/120892",28
"BP","GO:1903829","positive regulation of protein localization","34/433","476/18870",5.3087254727677e-09,7.11056935381885e-07,5.11971512311808e-07,"142/382/1459/2040/2150/2181/2244/3630/3688/4137/5071/5116/5566/5580/5962/6469/6622/7124/8754/9662/9868/10059/11190/11315/23400/23636/25921/27429/51574/55737/55823/56257/57142/65018",34
"BP","GO:0097237","cellular response to toxic substance","17/433","128/18870",5.91518082983363e-09,7.69649528544639e-07,5.54159046163362e-07,"216/1728/2671/2876/2936/2944/2950/3047/5071/6647/6648/7124/10516/11315/55829/64757/65018",17
"BP","GO:0043524","negative regulation of neuron apoptotic process","19/433","163/18870",6.89204220787047e-09,8.71843339295615e-07,6.2774010168177e-07,"387/627/2629/2668/4099/4803/4929/5071/5538/6622/6647/6648/7466/10525/10891/11315/27429/65018/374946",19
"BP","GO:0009308","amine metabolic process","16/433","119/18870",1.38897061935259e-08,1.70956005419775e-06,1.23090852895685e-06,"1312/1644/1812/1813/3630/4128/4129/4929/5071/6531/6622/7054/9627/10295/11315/55737",16
"BP","GO:0007007","inner mitochondrial membrane organization","10/433","40/18870",1.67133862751257e-08,1.97995839650359e-06,1.42559933548498e-06,"3313/9868/26515/26519/26520/26521/27069/55735/65018/90580",10
"BP","GO:0008631","intrinsic apoptotic signaling pathway in response to oxidative stress","12/433","63/18870",1.6956165450953e-08,1.97995839650359e-06,1.42559933548498e-06,"142/2876/3630/4217/5071/5580/6647/6648/9529/11315/27429/65018",12
"BP","GO:0001975","response to amphetamine","9/433","31/18870",2.09155850832074e-08,2.38123936172316e-06,1.71452756668923e-06,"1269/1812/1813/1906/3066/4929/5997/6571/7054",9
"BP","GO:0033238","regulation of amine metabolic process","9/433","33/18870",3.84157212607232e-08,4.26695596637399e-06,3.07227141789866e-06,"1812/3630/4129/4929/5071/6531/10295/11315/55737",9
"BP","GO:0018958","phenol-containing compound metabolic process","15/433","114/18870",5.30130545635785e-08,5.74812977339373e-06,4.13873847031447e-06,"1312/1571/1644/1812/1813/4128/4129/4929/5071/6531/6622/7054/9627/11315/55737",15
"BP","GO:0000302","response to reactive oxygen species","20/433","205/18870",5.81667377650239e-08,6.06273701529909e-06,4.36526033854718e-06,"1728/1906/2876/2950/3066/3082/3162/3569/4137/4217/5580/6647/6648/7226/8737/8754/10516/11315/65018/120892",20
"BP","GO:0006576","biogenic amine metabolic process","14/433","99/18870",5.85771692299429e-08,6.06273701529909e-06,4.36526033854718e-06,"1312/1644/1812/1813/4128/4129/4929/5071/6531/6622/7054/9627/11315/55737",14
"BP","GO:1902175","regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","10/433","46/18870",7.10674174537005e-08,7.19202264631449e-06,5.17836269867315e-06,"142/2876/3630/5071/6647/6648/9529/11315/27429/65018",10
"BP","GO:0042542","response to hydrogen peroxide","14/433","101/18870",7.58431794263262e-08,7.42764788568047e-06,5.34801635667769e-06,"1728/1906/2876/3066/3162/3569/4217/5580/6647/6648/7226/8737/8754/11315",14
"BP","GO:0007041","lysosomal transport","16/433","134/18870",7.66577625443527e-08,7.42764788568047e-06,5.34801635667769e-06,"2580/3303/3482/5071/7879/8546/9648/23339/23400/27243/51361/55737/55823/65018/79666/120892",16
"BP","GO:0006801","superoxide metabolic process","12/433","72/18870",8.10135919304179e-08,7.6861645343984e-06,5.53415216805377e-06,"683/1728/1906/2150/2950/4137/4843/5580/6647/6648/10516/26574",12
"BP","GO:0014075","response to amine","10/433","47/18870",8.84431050741749e-08,8.21979388791413e-06,5.91837319669291e-06,"1269/1728/1812/1813/1906/3066/4929/5997/6571/7054",10
"BP","GO:0007006","mitochondrial membrane organization","15/433","120/18870",1.06139278164248e-07,9.66716545519967e-06,6.96050213645539e-06,"617/3303/3313/6622/8546/9868/23787/26515/26519/26520/26521/27069/55735/65018/90580",15
"BP","GO:0042053","regulation of dopamine metabolic process","7/433","19/18870",1.26706167127847e-07,1.12504737092806e-05,8.10050750165478e-06,"1812/4129/4929/5071/6531/11315/55737",7
"BP","GO:0043467","regulation of generation of precursor metabolites and energy","16/433","139/18870",1.28463907088843e-07,1.12504737092806e-05,8.10050750165478e-06,"387/2203/3416/3481/3630/3643/4843/5566/6622/7124/10891/11315/27069/54541/55829/65018",16
"BP","GO:0090151","establishment of protein localization to mitochondrial membrane","9/433","38/18870",1.46664109339145e-07,1.26020444137824e-05,9.07365840300768e-06,"617/8546/9868/23787/26515/26519/26520/26521/90580",9
"BP","GO:0042069","regulation of catecholamine metabolic process","7/433","20/18870",1.91093443413864e-07,1.58225371146679e-05,1.1392460789171e-05,"1812/4129/4929/5071/6531/11315/55737",7
"BP","GO:1902236","negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","7/433","20/18870",1.91093443413864e-07,1.58225371146679e-05,1.1392460789171e-05,"3303/5071/7466/10525/11315/55829/120892",7
"BP","GO:0046209","nitric oxide metabolic process","12/433","78/18870",2.02262134845566e-07,1.64482457515484e-05,1.18429802639838e-05,"1727/1728/1906/2717/3643/4842/4843/6648/7124/55829/64757/80777",12
"BP","GO:0045039","protein insertion into mitochondrial inner membrane","6/433","13/18870",2.11131487139664e-07,1.68682946041058e-05,1.21454216517092e-05,"9868/26515/26519/26520/26521/90580",6
"BP","GO:0034504","protein localization to nucleus","24/433","310/18870",2.32103020423629e-07,1.77304091741212e-05,1.27661568955892e-05,"142/1812/1861/3630/4140/4927/4928/5580/5910/6469/8021/9818/10204/11315/23400/23636/23649/25777/26092/51574/53371/55027/56257/120892",24
