"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0023061","signal release","62/599","484/18870",4.38170554041711e-21,2.22415373231573e-17,1.45749363239138e-17,"111/135/406/815/886/1268/1385/1392/1393/1394/1407/1408/1813/1814/1906/2150/2182/2332/2587/2668/2697/3091/3164/3350/3351/3356/3358/3458/3553/3569/3589/3630/3952/4129/4282/5021/5443/5538/5566/5579/5743/5861/5972/5978/6532/6616/6755/6844/7124/7200/8564/9572/9575/23236/27445/51083/51248/51738/65018/84062/91942/114131",62
"BP","GO:0046883","regulation of hormone secretion","41/599","251/18870",4.48563382542717e-18,1.13845386489342e-14,7.46031730965782e-15,"111/406/886/1268/1385/1392/1393/1394/1407/1408/1813/1906/2150/2182/2587/2697/3091/3350/3358/3458/3553/3569/3589/3630/3952/5443/5566/5579/5972/5978/6616/6755/7124/7200/9572/9575/23236/51083/51738/91942/114131",41
"BP","GO:0046879","hormone secretion","43/599","308/18870",2.66351350046765e-16,3.2961788936302e-13,2.15999446391096e-13,"111/406/886/1268/1385/1392/1393/1394/1407/1408/1813/1906/2150/2182/2587/2697/3091/3350/3358/3458/3553/3569/3589/3630/3952/5443/5566/5579/5861/5972/5978/6616/6755/7124/7200/9572/9575/23236/27445/51083/51738/91942/114131",43
"BP","GO:0050804","modulation of chemical synaptic transmission","55/599","489/18870",2.96816077254323e-16,3.2961788936302e-13,2.15999446391096e-13,"135/148/613/627/815/1268/1269/1636/1742/1813/1814/1816/1906/2332/2670/2891/2900/2911/2915/2917/2932/3351/3356/3553/3630/3688/4218/4747/4908/4915/5021/5327/5566/5577/5579/5649/5743/6285/6347/6532/6616/6844/7124/7804/8564/9456/23085/23236/25983/27185/51738/57142/64854/65018/84062",55
"BP","GO:0099177","regulation of trans-synaptic signaling","55/599","490/18870",3.24682712138514e-16,3.2961788936302e-13,2.15999446391096e-13,"135/148/613/627/815/1268/1269/1636/1742/1813/1814/1816/1906/2332/2670/2891/2900/2911/2915/2917/2932/3351/3356/3553/3630/3688/4218/4747/4908/4915/5021/5327/5566/5577/5579/5649/5743/6285/6347/6532/6616/6844/7124/7804/8564/9456/23085/23236/25983/27185/51738/57142/64854/65018/84062",55
"BP","GO:0009914","hormone transport","43/599","319/18870",9.72567611359187e-16,8.22792199209872e-13,5.39177833665795e-13,"111/406/886/1268/1385/1392/1393/1394/1407/1408/1813/1906/2150/2182/2587/2697/3091/3350/3358/3458/3553/3569/3589/3630/3952/5443/5566/5579/5861/5972/5978/6616/6755/7124/7200/9572/9575/23236/27445/51083/51738/91942/114131",43
"BP","GO:0042886","amide transport","45/599","354/18870",1.89366665438523e-15,1.37317884823706e-12,8.9984761321163e-13,"111/135/406/551/1268/1392/1393/1394/1813/1906/2150/2182/2697/2911/2917/3091/3358/3458/3553/3569/3630/3688/3952/4915/5243/5566/5579/5861/5978/6511/6616/6755/7124/7200/8564/9572/9575/23236/27445/51083/51738/57084/84062/91942/114131",45
"BP","GO:0001963","synaptic transmission, dopaminergic","14/599","28/18870",2.41853350964169e-14,1.53455951186765e-11,1.00560077506154e-11,"135/1392/1393/1813/1814/1815/1816/1861/2668/5743/6530/6532/7054/65018",14
"BP","GO:0009410","response to xenobiotic stimulus","48/599","434/18870",4.83957835579404e-14,2.72952219266784e-11,1.78866287769698e-11,"135/148/595/847/1063/1385/1393/1557/1559/1565/1636/1813/1814/1906/2572/2876/3066/3320/3351/3356/3553/4015/4129/4363/4524/4842/4862/5021/5141/5243/5447/5579/5743/5972/5978/6095/6530/6532/6647/6648/6750/7054/7124/7804/10014/51083/80777/116285",48
"BP","GO:0051048","negative regulation of secretion","29/599","172/18870",1.62105274817483e-13,8.22846374973541e-11,5.39213335182363e-11,"613/1268/1392/1393/1407/1408/1813/1814/1815/1906/1950/2065/2150/2332/2697/2917/3351/3553/3589/3630/3952/4129/5978/7124/7200/7879/51738/91942/140947",29
"BP","GO:0015837","amine transport","23/599","108/18870",3.31766156968156e-13,1.53095001160942e-10,1.00323546030562e-10,"135/551/1268/1392/1813/1814/1815/1861/2668/2917/3351/3356/3688/3952/5021/5579/7054/7124/7200/8564/57153/65018/84062",23
"BP","GO:0035296","regulation of tube diameter","26/599","146/18870",7.96427991929069e-13,3.10974499002458e-10,2.03782384979422e-10,"135/148/387/551/624/1401/1621/1636/1816/1906/2150/2876/3350/3351/3356/3363/3630/3952/4842/5021/5743/5910/6532/6647/6648/7124",26
