"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0035296","regulation of tube diameter","25/380","146/18870",1.84530379429041e-16,3.06865775192183e-13,2.31787585520149e-13,"134/135/147/150/183/387/551/624/1636/1812/1906/1908/2150/2876/3269/3351/3352/3630/3827/4878/4879/5910/6647/7124/7349",25
"BP","GO:0097746","blood vessel diameter maintenance","25/380","146/18870",1.84530379429041e-16,3.06865775192183e-13,2.31787585520149e-13,"134/135/147/150/183/387/551/624/1636/1812/1906/1908/2150/2876/3269/3351/3352/3630/3827/4878/4879/5910/6647/7124/7349",25
"BP","GO:0035150","regulation of tube size","25/380","147/18870",2.18306219012698e-16,3.06865775192183e-13,2.31787585520149e-13,"134/135/147/150/183/387/551/624/1636/1812/1906/1908/2150/2876/3269/3351/3352/3630/3827/4878/4879/5910/6647/7124/7349",25
"BP","GO:0042311","vasodilation","14/380","47/18870",2.65891919193537e-13,2.80316555809787e-10,2.11733933547275e-10,"134/135/150/624/1812/2150/2876/3630/3827/4878/4879/6647/7124/7349",14
"BP","GO:0003018","vascular process in circulatory system","28/380","269/18870",1.21218931240222e-12,1.02236046608003e-09,7.72228391437708e-10,"134/135/147/150/183/387/551/624/1636/1812/1906/1908/2150/2876/3269/3351/3352/3630/3827/4363/4878/4879/5243/5910/6647/7124/7349/9368",28
"BP","GO:0072594","establishment of protein localization to organelle","34/380","459/18870",6.72850044126243e-11,4.72901439346728e-08,3.57200742723862e-08,"617/1459/1812/3458/4927/4928/5898/6728/6729/6731/7879/8021/8546/9512/9648/9818/9868/10204/10531/10890/23203/23636/23649/23787/26515/26519/26520/26521/53371/55027/55823/80273/90580/131118",34
"BP","GO:0090150","establishment of protein localization to membrane","26/380","280/18870",1.02919867769583e-10,6.20018689120474e-08,4.68324090031216e-08,"134/481/537/617/2040/2181/4218/5962/6728/6729/6731/7879/8546/9868/10890/23065/23787/26515/26519/26520/26521/51125/56850/64374/64689/90580",26
"BP","GO:0072655","establishment of protein localization to mitochondrion","17/380","124/18870",5.0053290973651e-10,2.63843410044858e-07,1.99291129587194e-07,"617/1459/5898/8546/9512/9868/10531/23203/23787/26515/26519/26520/26521/55823/80273/90580/131118",17
"BP","GO:0070585","protein localization to mitochondrion","17/380","131/18870",1.19414954352825e-09,5.59525402784291e-07,4.22631171779705e-07,"617/1459/5898/8546/9512/9868/10531/23203/23787/26515/26519/26520/26521/55823/80273/90580/131118",17
"BP","GO:0006605","protein targeting","26/380","339/18870",6.22389528104562e-09,2.54062330446154e-06,1.91903101963247e-06,"134/1459/2040/6728/6729/6731/7879/8546/9512/9648/9868/10531/10956/23203/23787/26515/26519/26520/26521/51125/53371/55823/64374/80273/90580/131118",26
"BP","GO:0003073","regulation of systemic arterial blood pressure","14/380","95/18870",6.62718907969575e-09,2.54062330446154e-06,1.91903101963247e-06,"134/147/183/387/551/1636/1813/1906/1908/2150/4878/4879/5972/7124",14
"BP","GO:0008217","regulation of blood pressure","19/380","187/18870",8.14671058335843e-09,2.86288987750188e-06,2.1624514232669e-06,"134/147/183/387/551/1268/1636/1813/1906/1908/2150/4878/4879/5443/5972/6340/6647/7124/7349",19
"BP","GO:0042310","vasoconstriction","13/380","83/18870",1.08086151209668e-08,3.50614845885515e-06,2.64832950251381e-06,"147/150/183/387/551/624/1636/1906/1908/3269/3351/3352/5910",13
"BP","GO:0006626","protein targeting to mitochondrion","14/380","106/18870",2.80505814040411e-08,8.44923584148865e-06,6.38203453598709e-06,"1459/9512/9868/10531/23203/23787/26515/26519/26520/26521/55823/80273/90580/131118",14
"BP","GO:0015837","amine transport","14/380","108/18870",3.57536908240951e-08,1.00515542803473e-05,7.59232760938329e-06,"134/135/150/551/1268/1392/1812/1813/1861/3351/3688/7124/7432/57153",14
"BP","GO:0090151","establishment of protein localization to mitochondrial membrane","9/380","38/18870",4.82146346951567e-08,1.27075696568422e-05,9.59851872286475e-06,"617/8546/9868/23787/26515/26519/26520/26521/90580",9
"BP","GO:0051952","regulation of amine transport","13/380","97/18870",7.38593488540787e-08,1.83214631833912e-05,1.38389095747642e-05,"134/135/150/551/1268/1392/1812/1813/1861/3351/3688/7124/7432",13
"BP","GO:0051341","regulation of oxidoreductase activity","12/380","82/18870",8.71799744163325e-08,1.93647568047086e-05,1.46269495877708e-05,"183/949/1906/1908/2717/3458/3552/3553/3630/5447/7124/51295",12
